Entry,Entry name,Status,Protein names,Organism,Length,Organism ID
G7DQ89,G7DQ89_BRAJP,unreviewed,ABC transporter ATP-binding protein,Bradyrhizobium japonicum USDA 6,336,1037409
G7D829,G7D829_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,247,1037409
G7DEH0,G7DEH0_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,355,1037409
G7DKJ6,G7DKJ6_BRAJP,unreviewed,Tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS),Bradyrhizobium japonicum USDA 6,350,1037409
G7DIQ7,G7DIQ7_BRAJP,unreviewed,Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase),Bradyrhizobium japonicum USDA 6,237,1037409
G7DP87,G7DP87_BRAJP,unreviewed,Phosphinothricin acetyltransferase,Bradyrhizobium japonicum USDA 6,170,1037409
G7D888,G7D888_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,194,1037409
G7DIL5,G7DIL5_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,552,1037409
G7DPP8,G7DPP8_BRAJP,unreviewed,ABC transporter ATP-binding protein,Bradyrhizobium japonicum USDA 6,273,1037409
G7D5H8,G7D5H8_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,243,1037409
G7D8P0,G7D8P0_BRAJP,unreviewed,Oligoendopeptidase F,Bradyrhizobium japonicum USDA 6,635,1037409
G7DGI2,G7DGI2_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,113,1037409
G7D5I6,G7D5I6_BRAJP,unreviewed,Cbb3-type cytochrome c oxidase subunit,Bradyrhizobium japonicum USDA 6,291,1037409
G7DRN2,G7DRN2_BRAJP,unreviewed,Hydrolase phosphatase protein,Bradyrhizobium japonicum USDA 6,220,1037409
G7DBH2,G7DBH2_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,93,1037409
G7D2E6,G7D2E6_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,314,1037409
G7D2Y5,G7D2Y5_BRAJP,unreviewed,GMC type oxidoreductase,Bradyrhizobium japonicum USDA 6,539,1037409
G7D5M9,G7D5M9_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,231,1037409
G7D6D3,G7D6D3_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,241,1037409
G7D937,G7D937_BRAJP,unreviewed,ABC transporter ATP-binding protein,Bradyrhizobium japonicum USDA 6,369,1037409
G7D802,G7D802_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,186,1037409
G7DKJ1,G7DKJ1_BRAJP,unreviewed,Beta-lactamase,Bradyrhizobium japonicum USDA 6,283,1037409
G7DMP2,G7DMP2_BRAJP,unreviewed,Transcriptional regulatory protein,Bradyrhizobium japonicum USDA 6,240,1037409
G7DNQ1,G7DNQ1_BRAJP,unreviewed,Probable malate:quinone oxidoreductase (EC 1.1.5.4) (MQO) (Malate dehydrogenase [quinone]),Bradyrhizobium japonicum USDA 6,512,1037409
G7DPJ9,G7DPJ9_BRAJP,unreviewed,D-3-phosphoglycerate dehydrogenase,Bradyrhizobium japonicum USDA 6,414,1037409
G7D320,G7D320_BRAJP,unreviewed,Epoxide hydrolase protein,Bradyrhizobium japonicum USDA 6,296,1037409
G7D204,G7D204_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,179,1037409
G7DJ96,G7DJ96_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,113,1037409
G7D3F9,G7D3F9_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,166,1037409
G7D4R2,G7D4R2_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,78,1037409
G7D5E0,G7D5E0_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,279,1037409
G7D6P2,G7D6P2_BRAJP,unreviewed,Cation efflux system protein,Bradyrhizobium japonicum USDA 6,324,1037409
G7D7C7,G7D7C7_BRAJP,unreviewed,Hypothetical cytosolic protein,Bradyrhizobium japonicum USDA 6,283,1037409
G7D8M8,G7D8M8_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,213,1037409
G7DE68,G7DE68_BRAJP,unreviewed,3-methylcrotonoyl-CoA carboxylase beta subunit,Bradyrhizobium japonicum USDA 6,534,1037409
G7DGM3,G7DGM3_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,67,1037409
G7DI88,G7DI88_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,810,1037409
G7DK72,G7DK72_BRAJP,unreviewed,Transcriptional regulatory protein,Bradyrhizobium japonicum USDA 6,294,1037409
G7DN84,G7DN84_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,519,1037409
G7DP06,G7DP06_BRAJP,unreviewed,Cold shock protein,Bradyrhizobium japonicum USDA 6,67,1037409
G7DC05,G7DC05_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,600,1037409
G7DPW7,G7DPW7_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,347,1037409
G7DAX9,G7DAX9_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,77,1037409
G7DDW3,G7DDW3_BRAJP,unreviewed,Cell division protein FtsZ,Bradyrhizobium japonicum USDA 6,604,1037409
G7DG75,G7DG75_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,351,1037409
G7DJ23,G7DJ23_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,335,1037409
G7DMK8,G7DMK8_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,150,1037409
G7DQB0,G7DQB0_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,282,1037409
G7DR78,G7DR78_BRAJP,unreviewed,Deoxyribose-phosphate aldolase (EC 4.1.2.4),Bradyrhizobium japonicum USDA 6,369,1037409
G7D1X2,G7D1X2_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,126,1037409
G7D3Y2,G7D3Y2_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,126,1037409
G7D767,G7D767_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,901,1037409
G7D8N7,G7D8N7_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,544,1037409
G7D9V9,G7D9V9_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,295,1037409
G7DC59,G7DC59_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,316,1037409
G7DG96,G7DG96_BRAJP,unreviewed,Beta-lactamase,Bradyrhizobium japonicum USDA 6,291,1037409
G7DIH7,G7DIH7_BRAJP,unreviewed,UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UDP-glucose pyrophosphorylase),Bradyrhizobium japonicum USDA 6,291,1037409
G7DPA5,G7DPA5_BRAJP,unreviewed,Lysine--tRNA ligase (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS),Bradyrhizobium japonicum USDA 6,547,1037409
G7D673,G7D673_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,165,1037409
G7D846,G7D846_BRAJP,unreviewed,Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase),Bradyrhizobium japonicum USDA 6,231,1037409
G7DCH1,G7DCH1_BRAJP,unreviewed,Two-component response regulator,Bradyrhizobium japonicum USDA 6,456,1037409
G7D2M0,G7D2M0_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,142,1037409
G7DDK9,G7DDK9_BRAJP,unreviewed,Carbon monoxide dehydrogenase medium chain,Bradyrhizobium japonicum USDA 6,266,1037409
G7D1R6,G7D1R6_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,415,1037409
G7D3A7,G7D3A7_BRAJP,unreviewed,Rieske [2Fe-2S] domain protein,Bradyrhizobium japonicum USDA 6,137,1037409
G7D4A7,G7D4A7_BRAJP,unreviewed,ABC transporter ATP-binding protein,Bradyrhizobium japonicum USDA 6,367,1037409
G7D6A4,G7D6A4_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,560,1037409
G7D9E7,G7D9E7_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,331,1037409
G7DAB8,G7DAB8_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,114,1037409
G7DC70,G7DC70_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,118,1037409
G7DGR4,G7DGR4_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,288,1037409
G7DIA7,G7DIA7_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,143,1037409
G7DJN1,G7DJN1_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,199,1037409
G7DLV1,G7DLV1_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,61,1037409
G7DQ92,G7DQ92_BRAJP,unreviewed,UPF0261 protein BJ6T_63640,Bradyrhizobium japonicum USDA 6,738,1037409
G7DRJ5,G7DRJ5_BRAJP,unreviewed,Oxidoreductase,Bradyrhizobium japonicum USDA 6,210,1037409
G7DFV7,G7DFV7_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,125,1037409
G7DGT3,G7DGT3_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,1312,1037409
G7DIP3,G7DIP3_BRAJP,unreviewed,Pilus assembly protein,Bradyrhizobium japonicum USDA 6,325,1037409
G7DLC5,G7DLC5_BRAJP,unreviewed,S-formylglutathione hydrolase (EC 3.1.2.12),Bradyrhizobium japonicum USDA 6,281,1037409
G7DM05,G7DM05_BRAJP,unreviewed,Glutaminyl-tRNA synthase (glutamine-hydrolyzing) (EC 6.3.5.7),Bradyrhizobium japonicum USDA 6,471,1037409
G7DQM0,G7DQM0_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,149,1037409
G7DC76,G7DC76_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,175,1037409
G7DHA9,G7DHA9_BRAJP,unreviewed,Ribosomal RNA small subunit methyltransferase I (EC 2.1.1.198) (16S rRNA 2'-O-ribose C1402 methyltransferase) (rRNA (cytidine-2'-O-)-methyltransferase RsmI),Bradyrhizobium japonicum USDA 6,316,1037409
G7DP91,G7DP91_BRAJP,unreviewed,Xylose isomerase (EC 5.3.1.5),Bradyrhizobium japonicum USDA 6,440,1037409
G7DL79,G7DL79_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,269,1037409
G7D269,G7D269_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,63,1037409
G7DCM4,G7DCM4_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,294,1037409
G7DFX5,G7DFX5_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,269,1037409
G7DAR7,G7DAR7_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,169,1037409
G7DHK5,G7DHK5_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,117,1037409
G7D4G5,G7D4G5_BRAJP,unreviewed,Nitrite extrusion protein,Bradyrhizobium japonicum USDA 6,463,1037409
G7DMI4,G7DMI4_BRAJP,unreviewed,3-methylcrotonyl-CoA carboxylase beta subunit,Bradyrhizobium japonicum USDA 6,538,1037409
G7DNE7,G7DNE7_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,307,1037409
G7D2J0,G7D2J0_BRAJP,unreviewed,ABC transporter permease protein,Bradyrhizobium japonicum USDA 6,292,1037409
G7DQS5,G7DQS5_BRAJP,unreviewed,Homoserine kinase (HK) (HSK) (EC 2.7.1.39),Bradyrhizobium japonicum USDA 6,327,1037409
G7D9Z3,G7D9Z3_BRAJP,unreviewed,Methyltransferase,Bradyrhizobium japonicum USDA 6,264,1037409
G7DAG9,G7DAG9_BRAJP,unreviewed,Single-stranded DNA-binding protein (SSB),Bradyrhizobium japonicum USDA 6,165,1037409
G7DFI2,G7DFI2_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,504,1037409
G7DKE7,G7DKE7_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,324,1037409
G7DNI1,G7DNI1_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,955,1037409
G7DRD2,G7DRD2_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,328,1037409
G7DRS8,G7DRS8_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,785,1037409
G7DR81,G7DR81_BRAJP,unreviewed,Ribokinase (RK) (EC 2.7.1.15),Bradyrhizobium japonicum USDA 6,307,1037409
G7D4J7,G7D4J7_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,463,1037409
G7DK75,G7DK75_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,338,1037409
G7DAM0,G7DAM0_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,456,1037409
G7DC96,G7DC96_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,113,1037409
G7DE96,G7DE96_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,66,1037409
G7DH68,G7DH68_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,183,1037409
G7DKF8,G7DKF8_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,319,1037409
G7DLJ2,G7DLJ2_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,227,1037409
G7DNC0,G7DNC0_BRAJP,unreviewed,tRNA-dihydrouridine(20/20a) synthase (EC 1.3.1.-) (EC 1.3.1.91) (U20-specific dihydrouridine synthase) (U20-specific Dus) (tRNA-dihydrouridine synthase A),Bradyrhizobium japonicum USDA 6,319,1037409
G7DFB6,G7DFB6_BRAJP,unreviewed,Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha),Bradyrhizobium japonicum USDA 6,294,1037409
G7DJP6,G7DJP6_BRAJP,unreviewed,ABC transporter permease protein,Bradyrhizobium japonicum USDA 6,219,1037409
G7DKW9,G7DKW9_BRAJP,unreviewed,Bifunctional uridylyltransferase/uridylyl-removing enzyme (UTase/UR) (Bifunctional [protein-PII] modification enzyme) (Bifunctional nitrogen sensor protein) [Includes: [Protein-PII] uridylyltransferase (PII uridylyltransferase) (UTase) (EC 2.7.7.59); [Protein-PII]-UMP uridylyl-removing enzyme (UR) (EC 3.1.4.-)],Bradyrhizobium japonicum USDA 6,929,1037409
G7D518,G7D518_BRAJP,unreviewed,Adenylate kinase (AK) (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase),Bradyrhizobium japonicum USDA 6,289,1037409
G7DEE1,G7DEE1_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,473,1037409
G7DHZ5,G7DHZ5_BRAJP,unreviewed,30S ribosomal protein S6,Bradyrhizobium japonicum USDA 6,168,1037409
G7DJ50,G7DJ50_BRAJP,unreviewed,Apolipoprotein N-acyltransferase (ALP N-acyltransferase) (EC 2.3.1.-),Bradyrhizobium japonicum USDA 6,537,1037409
G7DNN5,G7DNN5_BRAJP,unreviewed,Malonate decarboxylase gamma subunit,Bradyrhizobium japonicum USDA 6,240,1037409
G7DGQ9,G7DGQ9_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,446,1037409
G7D3J3,G7D3J3_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,219,1037409
G7D4D2,G7D4D2_BRAJP,unreviewed,ABC transporter ATP-binding protein,Bradyrhizobium japonicum USDA 6,282,1037409
G7D4X4,G7D4X4_BRAJP,unreviewed,Transcriptional regulatory protein,Bradyrhizobium japonicum USDA 6,193,1037409
G7D6D1,G7D6D1_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,286,1037409
G7D833,G7D833_BRAJP,unreviewed,Transcriptional regulatory protein,Bradyrhizobium japonicum USDA 6,238,1037409
G7DD13,G7DD13_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,51,1037409
G7DDQ7,G7DDQ7_BRAJP,unreviewed,Two-component response regulator,Bradyrhizobium japonicum USDA 6,254,1037409
G7DJ31,G7DJ31_BRAJP,unreviewed,Hypothetical glutathione S-transferase like protein,Bradyrhizobium japonicum USDA 6,198,1037409
G7DAF9,G7DAF9_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,210,1037409
G7DMC6,G7DMC6_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,174,1037409
G7DIX3,G7DIX3_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,370,1037409
G7D3D6,G7D3D6_BRAJP,unreviewed,UDP-hexose transferase,Bradyrhizobium japonicum USDA 6,268,1037409
G7D4H9,G7D4H9_BRAJP,unreviewed,Exodeoxyribonuclease 7 large subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII large subunit) (Exonuclease VII large subunit),Bradyrhizobium japonicum USDA 6,540,1037409
G7D9X3,G7D9X3_BRAJP,unreviewed,Beta-lactamase,Bradyrhizobium japonicum USDA 6,297,1037409
G7D659,G7D659_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,397,1037409
G7D8A2,G7D8A2_BRAJP,unreviewed,Protease HtpX homolog (EC 3.4.24.-),Bradyrhizobium japonicum USDA 6,400,1037409
G7DKL6,G7DKL6_BRAJP,unreviewed,UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7) (Enoylpyruvate transferase) (UDP-N-acetylglucosamine enolpyruvyl transferase) (EPT),Bradyrhizobium japonicum USDA 6,431,1037409
G7DNP4,G7DNP4_BRAJP,unreviewed,AcrB/AcrD/AcrF family protein,Bradyrhizobium japonicum USDA 6,1047,1037409
G7D201,G7D201_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,430,1037409
G7D7R4,G7D7R4_BRAJP,unreviewed,Polysaccharide biosynthesis glycosyltransferase,Bradyrhizobium japonicum USDA 6,536,1037409
G7DA13,G7DA13_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,365,1037409
G7DDP2,G7DDP2_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,130,1037409
G7DE80,G7DE80_BRAJP,unreviewed,NAD-dependent protein deacetylase (EC 3.5.1.-) (Regulatory protein SIR2 homolog),Bradyrhizobium japonicum USDA 6,253,1037409
G7DKE8,G7DKE8_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,289,1037409
G7DKV9,G7DKV9_BRAJP,unreviewed,Transport permease protein,Bradyrhizobium japonicum USDA 6,272,1037409
G7DMG6,G7DMG6_BRAJP,unreviewed,Amidase,Bradyrhizobium japonicum USDA 6,409,1037409
G7DP05,G7DP05_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,476,1037409
G7DRK6,G7DRK6_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,435,1037409
G7DHR8,G7DHR8_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,64,1037409
G7D541,G7D541_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,197,1037409
G7DBT3,G7DBT3_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,353,1037409
G7D5I0,G7D5I0_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,159,1037409
G7D6H6,G7D6H6_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,592,1037409
G7D8E4,G7D8E4_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,125,1037409
G7DDF0,G7DDF0_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,141,1037409
G7DMY1,G7DMY1_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,61,1037409
G7D3F6,G7D3F6_BRAJP,unreviewed,2-haloalkanoic acid dehalogenase,Bradyrhizobium japonicum USDA 6,243,1037409
G7D735,G7D735_BRAJP,unreviewed,Adenylate cyclase 3,Bradyrhizobium japonicum USDA 6,517,1037409
G7DD60,G7DD60_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,109,1037409
G7DEC4,G7DEC4_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,167,1037409
G7DGD3,G7DGD3_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,182,1037409
G7DGF5,G7DGF5_BRAJP,unreviewed,C4-dicarboxylate transport protein,Bradyrhizobium japonicum USDA 6,438,1037409
G7DHB0,G7DHB0_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,411,1037409
G7DK50,G7DK50_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,815,1037409
G7DMX4,G7DMX4_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,86,1037409
G7DN75,G7DN75_BRAJP,unreviewed,Uncharacterized protein,Bradyrhizobium japonicum USDA 6,174,1037409
G7DQA5,G7DQA5_BRAJP,unreviewed,Gluconolactonase,Bradyrhizobium japonicum USDA 6,524,1037409
G7D6U5,G7D6U5_BRAJP,unreviewed,5'-nucleotidase family protein,Bradyrhizobium japonicum USDA 6,552,1037409
G7DAY7,G7DAY7_BRAJP,unreviewed,ABC transporter amino acid-binding protein,Bradyrhizobium japonicum USDA 6,252,1037409
G7D770,G7D770_BRAJP,unreviewed,Chemotaxis protein,Bradyrhizobium japonicum USDA 6,580,1037409
G7D7X2,G7D7X2_BRAJP,unreviewed,NADH-ubiquinone oxidoreductase chain E,Bradyrhizobium japonicum USDA 6,203,1037409
