Entry,Entry name,Status,Protein names,Organism,Length,Organism ID
P56961,ARODE_CHLMU,reviewed,Shikimate biosynthesis protein AroDE [Includes: 3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1); Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)],Chlamydia muridarum (strain MoPn / Nigg),478,243161
Q9PK27,AROK_CHLMU,reviewed,Shikimate kinase (SK) (EC 2.7.1.71),Chlamydia muridarum (strain MoPn / Nigg),184,243161
Q9PK26,AROC_CHLMU,reviewed,Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase),Chlamydia muridarum (strain MoPn / Nigg),357,243161
Q9PK25,AROB_CHLMU,reviewed,3-dehydroquinate synthase (EC 4.2.3.4),Chlamydia muridarum (strain MoPn / Nigg),373,243161
Q9PKR5,BCCP_CHLMU,reviewed,Biotin carboxyl carrier protein of acetyl-CoA carboxylase (BCCP),Chlamydia muridarum (strain MoPn / Nigg),163,243161
Q9PKL7,BDBC_CHLMU,reviewed,Probable disulfide formation protein (Disulfide oxidoreductase) (Thiol-disulfide oxidoreductase),Chlamydia muridarum (strain MoPn / Nigg),135,243161
P17204,CH10_CHLMU,reviewed,10 kDa chaperonin (11.2 kDa stress response protein) (GroES protein) (Heat shock protein 10) (HSP10) (Protein Cpn10),Chlamydia muridarum (strain MoPn / Nigg),102,243161
Q9PLM0,CLPP2_CHLMU,reviewed,ATP-dependent Clp protease proteolytic subunit 2 (EC 3.4.21.92) (Endopeptidase Clp 2),Chlamydia muridarum (strain MoPn / Nigg),203,243161
Q9PKS5,CLPB_CHLMU,reviewed,Chaperone protein ClpB,Chlamydia muridarum (strain MoPn / Nigg),867,243161
Q9PJU1,CDSA_CHLMU,reviewed,Phosphatidate cytidylyltransferase (EC 2.7.7.41) (CDP-DAG synthase) (CDP-DG synthase) (CDP-diacylglycerol synthase) (CDS) (CDP-diglyceride pyrophosphorylase) (CDP-diglyceride synthase) (CTP:phosphatidate cytidylyltransferase),Chlamydia muridarum (strain MoPn / Nigg),305,243161
Q59322,CH60_CHLMU,reviewed,60 kDa chaperonin (GroEL protein) (Heat shock protein 60) (HSP60) (Protein Cpn60),Chlamydia muridarum (strain MoPn / Nigg),544,243161
Q9PJP9,COAE_CHLMU,reviewed,Dephospho-CoA kinase (EC 2.7.1.24) (Dephosphocoenzyme A kinase),Chlamydia muridarum (strain MoPn / Nigg),202,243161
Q9PLM1,CLPX_CHLMU,reviewed,ATP-dependent Clp protease ATP-binding subunit ClpX,Chlamydia muridarum (strain MoPn / Nigg),419,243161
Q9PKA8,CLPC_CHLMU,reviewed,Probable ATP-dependent Clp protease ATP-binding subunit,Chlamydia muridarum (strain MoPn / Nigg),870,243161
Q9PJW1,CLPP1_CHLMU,reviewed,ATP-dependent Clp protease proteolytic subunit 1 (EC 3.4.21.92) (Endopeptidase Clp 1),Chlamydia muridarum (strain MoPn / Nigg),192,243161
Q9PLP0,CSD_CHLMU,reviewed,Probable cysteine desulfurase (EC 2.8.1.7),Chlamydia muridarum (strain MoPn / Nigg),400,243161
Q9PK04,DAPAT_CHLMU,reviewed,LL-diaminopimelate aminotransferase (DAP-AT) (DAP-aminotransferase) (LL-DAP-aminotransferase) (EC 2.6.1.83),Chlamydia muridarum (strain MoPn / Nigg),393,243161
Q9PK30,DAPB_CHLMU,reviewed,4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8),Chlamydia muridarum (strain MoPn / Nigg),246,243161
Q9PKZ9,DCD_CHLMU,reviewed,dCTP deaminase (EC 3.5.4.13) (Deoxycytidine triphosphate deaminase),Chlamydia muridarum (strain MoPn / Nigg),190,243161
Q9PLH7,DCUP_CHLMU,reviewed,Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37),Chlamydia muridarum (strain MoPn / Nigg),334,243161
Q9PJW2,DAPF_CHLMU,reviewed,Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7) (PLP-independent amino acid racemase),Chlamydia muridarum (strain MoPn / Nigg),269,243161
Q9PK41,DEF_CHLMU,reviewed,Peptide deformylase (PDF) (EC 3.5.1.88) (Polypeptide deformylase),Chlamydia muridarum (strain MoPn / Nigg),181,243161
Q9PLC9,DNAG_CHLMU,reviewed,DNA primase (EC 2.7.7.-),Chlamydia muridarum (strain MoPn / Nigg),600,243161
Q9PLM3,DER_CHLMU,reviewed,GTPase Der (GTP-binding protein EngA),Chlamydia muridarum (strain MoPn / Nigg),490,243161
Q9PL97,DEGPL_CHLMU,reviewed,Probable periplasmic serine endoprotease DegP-like (EC 3.4.21.107) (Protease Do),Chlamydia muridarum (strain MoPn / Nigg),497,243161
Q9PK33,DAPA_CHLMU,reviewed,4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7),Chlamydia muridarum (strain MoPn / Nigg),286,243161
P64387,DBH_CHLMU,reviewed,Probable DNA-binding protein HU,Chlamydia muridarum (strain MoPn / Nigg),100,243161
Q9PKE4,DNAA1_CHLMU,reviewed,Chromosomal replication initiator protein DnaA 1,Chlamydia muridarum (strain MoPn / Nigg),456,243161
Q9PKB9,DNAA2_CHLMU,reviewed,Chromosomal replication initiator protein DnaA 2,Chlamydia muridarum (strain MoPn / Nigg),455,243161
Q9PKP2,DNLJ_CHLMU,reviewed,DNA ligase (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)]),Chlamydia muridarum (strain MoPn / Nigg),660,243161
Q9PJI3,DLDH_CHLMU,reviewed,Dihydrolipoyl dehydrogenase (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase) (E3 component of 2-oxoglutarate dehydrogenase complex),Chlamydia muridarum (strain MoPn / Nigg),465,243161
Q9PK53,DNAJ_CHLMU,reviewed,Chaperone protein DnaJ,Chlamydia muridarum (strain MoPn / Nigg),392,243161
P56836,DNAK_CHLMU,reviewed,Chaperone protein DnaK (75 kDa membrane protein) (HSP70) (Heat shock 70 kDa protein) (Heat shock protein 70),Chlamydia muridarum (strain MoPn / Nigg),655,243161
Q9PKW8,DXR_CHLMU,reviewed,1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase),Chlamydia muridarum (strain MoPn / Nigg),379,243161
Q9PJJ7,DPO3A_CHLMU,reviewed,DNA polymerase III subunit alpha (EC 2.7.7.7),Chlamydia muridarum (strain MoPn / Nigg),1237,243161
Q9PKA2,DUT_CHLMU,reviewed,Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase),Chlamydia muridarum (strain MoPn / Nigg),145,243161
Q9PKW4,DPO3B_CHLMU,reviewed,DNA polymerase III subunit beta (EC 2.7.7.7),Chlamydia muridarum (strain MoPn / Nigg),366,243161
Q9PK62,DXS_CHLMU,reviewed,1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7) (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS),Chlamydia muridarum (strain MoPn / Nigg),632,243161
Q9PJV6,EFG_CHLMU,reviewed,Elongation factor G (EF-G),Chlamydia muridarum (strain MoPn / Nigg),694,243161
Q9PKR6,EFP1_CHLMU,reviewed,Elongation factor P 1 (EF-P 1),Chlamydia muridarum (strain MoPn / Nigg),185,243161
Q9PK73,EFTU_CHLMU,reviewed,Elongation factor Tu (EF-Tu),Chlamydia muridarum (strain MoPn / Nigg),394,243161
Q9PJB8,END4_CHLMU,reviewed,Probable endonuclease 4 (EC 3.1.21.2) (Endodeoxyribonuclease IV) (Endonuclease IV),Chlamydia muridarum (strain MoPn / Nigg),288,243161
Q9PLH1,EFP2_CHLMU,reviewed,Elongation factor P 2 (EF-P 2),Chlamydia muridarum (strain MoPn / Nigg),190,243161
Q9PLK4,GPMA_CHLMU,reviewed,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.11)",Chlamydia muridarum (strain MoPn / Nigg),226,243161
Q9PKM3,GUAA_CHLMU,reviewed,GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (Glutamine amidotransferase),Chlamydia muridarum (strain MoPn / Nigg),512,243161
Q9PKK3,GYRB_CHLMU,reviewed,DNA gyrase subunit B (EC 5.99.1.3),Chlamydia muridarum (strain MoPn / Nigg),804,243161
Q9PKK4,GYRA_CHLMU,reviewed,DNA gyrase subunit A (EC 5.99.1.3),Chlamydia muridarum (strain MoPn / Nigg),833,243161
Q46439,GP3D_CHLMU,reviewed,Virulence plasmid protein pGP3-D,Chlamydia muridarum (strain MoPn / Nigg),264,243161
Q46441,GP5D_CHLMU,reviewed,Virulence plasmid ParA family protein pGP5-D,Chlamydia muridarum (strain MoPn / Nigg),268,243161
Q9PJF7,GP6R_CHLMU,reviewed,Virulence plasmid protein pGP6-D-related protein,Chlamydia muridarum (strain MoPn / Nigg),262,243161
Q9PKI3,GSA_CHLMU,reviewed,"Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)",Chlamydia muridarum (strain MoPn / Nigg),422,243161
Q46442,GP6D_CHLMU,reviewed,Virulence plasmid protein pGP6-D,Chlamydia muridarum (strain MoPn / Nigg),246,243161
Q9PLU4,HEM2_CHLMU,reviewed,Delta-aminolevulinic acid dehydratase (ALAD) (ALADH) (EC 4.2.1.24) (Porphobilinogen synthase),Chlamydia muridarum (strain MoPn / Nigg),333,243161
P23575,GRPE_CHLMU,reviewed,Protein GrpE (HSP-70 cofactor),Chlamydia muridarum (strain MoPn / Nigg),190,243161
P38020,HCT2_CHLMU,reviewed,Histone H1-like protein HC2 (HC2 nucleoprotein) (Histone H1-like protein KARP),Chlamydia muridarum (strain MoPn / Nigg),207,243161
Q9PK95,HEM3_CHLMU,reviewed,Probable porphobilinogen deaminase (PBG) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase),Chlamydia muridarum (strain MoPn / Nigg),242,243161
P71146,EFTS_CHLMU,reviewed,Elongation factor Ts (EF-Ts),Chlamydia muridarum (strain MoPn / Nigg),282,243161
Q9PJF3,ENO_CHLMU,reviewed,Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase),Chlamydia muridarum (strain MoPn / Nigg),424,243161
Q9PKF7,FABG_CHLMU,reviewed,3-oxoacyl-[acyl-carrier-protein] reductase FabG (EC 1.1.1.100) (3-ketoacyl-acyl carrier protein reductase) (Beta-Ketoacyl-acyl carrier protein reductase) (Beta-ketoacyl-ACP reductase),Chlamydia muridarum (strain MoPn / Nigg),248,243161
Q9PK64,EX7S_CHLMU,reviewed,Exodeoxyribonuclease 7 small subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII small subunit) (Exonuclease VII small subunit),Chlamydia muridarum (strain MoPn / Nigg),72,243161
Q9PKF5,FABH_CHLMU,reviewed,3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III),Chlamydia muridarum (strain MoPn / Nigg),327,243161
Q9PJL0,FABZ_CHLMU,reviewed,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ (EC 4.2.1.59) ((3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase) ((3R)-hydroxymyristoyl-ACP dehydrase) (Beta-hydroxyacyl-ACP dehydratase),Chlamydia muridarum (strain MoPn / Nigg),153,243161
Q9PK65,EX7L_CHLMU,reviewed,Exodeoxyribonuclease 7 large subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII large subunit) (Exonuclease VII large subunit),Chlamydia muridarum (strain MoPn / Nigg),516,243161
Q9PKW1,FOLD_CHLMU,reviewed,Bifunctional protein FolD [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)],Chlamydia muridarum (strain MoPn / Nigg),287,243161
Q9PLI7,FTSK_CHLMU,reviewed,DNA translocase FtsK,Chlamydia muridarum (strain MoPn / Nigg),794,243161
Q9PL64,FUMC_CHLMU,reviewed,Fumarate hydratase class II (Fumarase C) (EC 4.2.1.2) (Aerobic fumarase) (Iron-independent fumarase),Chlamydia muridarum (strain MoPn / Nigg),463,243161
Q9PJC6,FOLB_CHLMU,reviewed,"Probable dihydroneopterin aldolase (DHNA) (EC 4.1.2.25) (7,8-dihydroneopterin aldolase)",Chlamydia muridarum (strain MoPn / Nigg),122,243161
Q9PJL2,FMT_CHLMU,reviewed,Methionyl-tRNA formyltransferase (EC 2.1.2.9),Chlamydia muridarum (strain MoPn / Nigg),316,243161
P82602,FOLKP_CHLMU,reviewed,"Folate synthesis bifunctional protein [Includes: 6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase (HPPK) (EC 2.7.6.3) (2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase) (7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase) (PPPK); Dihydropteroate synthase (DHPS) (EC 2.5.1.15) (Dihydropteroate pyrophosphorylase)]",Chlamydia muridarum (strain MoPn / Nigg),450,243161
Q9PL36,GATB_CHLMU,reviewed,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (Asp/Glu-ADT subunit B) (EC 6.3.5.-),Chlamydia muridarum (strain MoPn / Nigg),488,243161
Q9PKK8,G6PD_CHLMU,reviewed,Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49),Chlamydia muridarum (strain MoPn / Nigg),507,243161
Q9PK16,G6PI_CHLMU,reviewed,Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI),Chlamydia muridarum (strain MoPn / Nigg),524,243161
Q9PL38,GATC_CHLMU,reviewed,Glutamyl-tRNA(Gln) amidotransferase subunit C (Glu-ADT subunit C) (EC 6.3.5.-),Chlamydia muridarum (strain MoPn / Nigg),100,243161
Q9PL37,GATA_CHLMU,reviewed,Glutamyl-tRNA(Gln) amidotransferase subunit A (Glu-ADT subunit A) (EC 6.3.5.7),Chlamydia muridarum (strain MoPn / Nigg),491,243161
Q9PJN6,G3P_CHLMU,reviewed,Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12) (NAD-dependent glyceraldehyde-3-phosphate dehydrogenase),Chlamydia muridarum (strain MoPn / Nigg),335,243161
Q9PKB2,GCSHL_CHLMU,reviewed,Glycine cleavage system H-like protein,Chlamydia muridarum (strain MoPn / Nigg),117,243161
Q9PKS8,GCH1L_CHLMU,reviewed,GTP cyclohydrolase 1 type 2 homolog,Chlamydia muridarum (strain MoPn / Nigg),251,243161
Q9PLC3,GLGA_CHLMU,reviewed,Glycogen synthase (EC 2.4.1.21) (Starch [bacterial glycogen] synthase),Chlamydia muridarum (strain MoPn / Nigg),474,243161
Q9PLA4,GLMS_CHLMU,reviewed,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase),Chlamydia muridarum (strain MoPn / Nigg),606,243161
Q9PLU1,GREA_CHLMU,reviewed,Transcription elongation factor GreA (Transcript cleavage factor GreA),Chlamydia muridarum (strain MoPn / Nigg),714,243161
Q46437,GP1D_CHLMU,reviewed,Probable plasmid replicative DNA helicase (EC 3.6.4.12) (DnaB-like protein) (Virulence plasmid protein pGP1-D),Chlamydia muridarum (strain MoPn / Nigg),451,243161
Q46440,GP4D_CHLMU,reviewed,Virulence plasmid protein pGP4-D,Chlamydia muridarum (strain MoPn / Nigg),102,243161
Q9PJW0,GLYA_CHLMU,reviewed,Serine hydroxymethyltransferase (SHMT) (Serine methylase) (EC 2.1.2.1),Chlamydia muridarum (strain MoPn / Nigg),497,243161
Q46438,GP2D_CHLMU,reviewed,Virulence plasmid protein pGP2-D,Chlamydia muridarum (strain MoPn / Nigg),353,243161
Q9PLL2,GPDA_CHLMU,reviewed,Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)H-dependent glycerol-3-phosphate dehydrogenase),Chlamydia muridarum (strain MoPn / Nigg),334,243161
Q46435,GP7D_CHLMU,reviewed,Virulence plasmid integrase pGP7-D,Chlamydia muridarum (strain MoPn / Nigg),305,243161
Q46436,GP8D_CHLMU,reviewed,Virulence plasmid integrase pGP8-D,Chlamydia muridarum (strain MoPn / Nigg),330,243161
Q9PL51,GLGB_CHLMU,reviewed,"1,4-alpha-glucan branching enzyme GlgB (EC 2.4.1.18) (1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase) (Alpha-(1->4)-glucan branching enzyme) (Glycogen branching enzyme) (BE)",Chlamydia muridarum (strain MoPn / Nigg),737,243161
Q9PLA5,GLMM_CHLMU,reviewed,Phosphoglucosamine mutase (EC 5.4.2.10),Chlamydia muridarum (strain MoPn / Nigg),459,243161
Q9PLI1,HCT1_CHLMU,reviewed,Histone H1-like protein HC1,Chlamydia muridarum (strain MoPn / Nigg),125,243161
Q9PJQ6,HEMH_CHLMU,reviewed,Ferrochelatase (EC 4.99.1.1) (Heme synthase) (Protoheme ferro-lyase),Chlamydia muridarum (strain MoPn / Nigg),317,243161
Q9PLR2,HEM1_CHLMU,reviewed,Glutamyl-tRNA reductase (GluTR) (EC 1.2.1.70),Chlamydia muridarum (strain MoPn / Nigg),333,243161
P54306,HRCA_CHLMU,reviewed,Heat-inducible transcription repressor HrcA,Chlamydia muridarum (strain MoPn / Nigg),392,243161
Q9PKU0,IF2_CHLMU,reviewed,Translation initiation factor IF-2,Chlamydia muridarum (strain MoPn / Nigg),896,243161
Q9PL86,IF3_CHLMU,reviewed,Translation initiation factor IF-3,Chlamydia muridarum (strain MoPn / Nigg),186,243161
Q9PLF1,IPYR_CHLMU,reviewed,Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase),Chlamydia muridarum (strain MoPn / Nigg),209,243161
P65107,IF1_CHLMU,reviewed,Translation initiation factor IF-1,Chlamydia muridarum (strain MoPn / Nigg),73,243161
Q9PKY3,ISPG_CHLMU,reviewed,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) (EC 1.17.7.3) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase),Chlamydia muridarum (strain MoPn / Nigg),601,243161
Q9PK61,KPYK_CHLMU,reviewed,Pyruvate kinase (PK) (EC 2.7.1.40),Chlamydia muridarum (strain MoPn / Nigg),481,243161
Q9PJP1,NDK_CHLMU,reviewed,Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase),Chlamydia muridarum (strain MoPn / Nigg),141,243161
Q9PJG5,MUTL_CHLMU,reviewed,DNA mismatch repair protein MutL,Chlamydia muridarum (strain MoPn / Nigg),576,243161
Q9PK57,PT1_CHLMU,reviewed,"Phosphoenolpyruvate-protein phosphotransferase (EC 2.7.3.9) (Phosphotransferase system, enzyme I)",Chlamydia muridarum (strain MoPn / Nigg),567,243161
Q9PLE5,PRIA_CHLMU,reviewed,Primosomal protein N' (EC 3.6.4.-) (ATP-dependent helicase PriA),Chlamydia muridarum (strain MoPn / Nigg),753,243161
Q9PLM7,PSD_CHLMU,reviewed,Phosphatidylserine decarboxylase proenzyme (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase alpha chain; Phosphatidylserine decarboxylase beta chain],Chlamydia muridarum (strain MoPn / Nigg),301,243161
Q9PKL0,PYRG_CHLMU,reviewed,CTP synthase (EC 6.3.4.2) (Cytidine 5'-triphosphate synthase) (Cytidine triphosphate synthetase) (CTP synthetase) (CTPS) (UTP--ammonia ligase),Chlamydia muridarum (strain MoPn / Nigg),536,243161
Q9PK56,PTHP_CHLMU,reviewed,Phosphocarrier protein HPr (EC 2.7.11.-) (Histidine-containing protein),Chlamydia muridarum (strain MoPn / Nigg),104,243161
P49607,PTH_CHLMU,reviewed,Peptidyl-tRNA hydrolase (PTH) (EC 3.1.1.29),Chlamydia muridarum (strain MoPn / Nigg),179,243161
P66268,RL35_CHLMU,reviewed,50S ribosomal protein L35,Chlamydia muridarum (strain MoPn / Nigg),64,243161
Q9PJM8,RL6_CHLMU,reviewed,50S ribosomal protein L6,Chlamydia muridarum (strain MoPn / Nigg),183,243161
Q9PJM6,RL5_CHLMU,reviewed,50S ribosomal protein L5,Chlamydia muridarum (strain MoPn / Nigg),180,243161
Q9PJM2,RL29_CHLMU,reviewed,50S ribosomal protein L29,Chlamydia muridarum (strain MoPn / Nigg),72,243161
Q9PJL5,RL4_CHLMU,reviewed,50S ribosomal protein L4,Chlamydia muridarum (strain MoPn / Nigg),222,243161
Q9PL95,RMUC_CHLMU,reviewed,DNA recombination protein RmuC homolog,Chlamydia muridarum (strain MoPn / Nigg),425,243161
Q9PK97,RNC_CHLMU,reviewed,Ribonuclease 3 (EC 3.1.26.3) (Ribonuclease III) (RNase III),Chlamydia muridarum (strain MoPn / Nigg),232,243161
P66289,RL36_CHLMU,reviewed,50S ribosomal protein L36,Chlamydia muridarum (strain MoPn / Nigg),45,243161
P38001,RL7_CHLMU,reviewed,50S ribosomal protein L7/L12,Chlamydia muridarum (strain MoPn / Nigg),130,243161
Q46398,RL9_CHLMU,reviewed,50S ribosomal protein L9,Chlamydia muridarum (strain MoPn / Nigg),167,243161
Q9PL10,RNH2_CHLMU,reviewed,Ribonuclease HII (RNase HII) (EC 3.1.26.4),Chlamydia muridarum (strain MoPn / Nigg),217,243161
Q9PJN4,RPOA_CHLMU,reviewed,DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha),Chlamydia muridarum (strain MoPn / Nigg),377,243161
Q9PK00,RNR_CHLMU,reviewed,Ribonuclease R (RNase R) (EC 3.1.13.1) (VacB protein homolog),Chlamydia muridarum (strain MoPn / Nigg),692,243161
Q9PK79,RPOC_CHLMU,reviewed,DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta'),Chlamydia muridarum (strain MoPn / Nigg),1396,243161
Q9PK48,RNZ_CHLMU,reviewed,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),Chlamydia muridarum (strain MoPn / Nigg),304,243161
Q9PKI0,RPIA_CHLMU,reviewed,Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI),Chlamydia muridarum (strain MoPn / Nigg),239,243161
Q9PL32,RNH3_CHLMU,reviewed,Ribonuclease HIII (RNase HIII) (EC 3.1.26.4),Chlamydia muridarum (strain MoPn / Nigg),301,243161
Q9PLD7,RNPA_CHLMU,reviewed,Ribonuclease P protein component (RNase P protein) (RNaseP protein) (EC 3.1.26.5) (Protein C5),Chlamydia muridarum (strain MoPn / Nigg),119,243161
Q9PKR7,RPE_CHLMU,reviewed,Ribulose-phosphate 3-epimerase (EC 5.1.3.1) (Pentose-5-phosphate 3-epimerase) (PPE) (R5P3E),Chlamydia muridarum (strain MoPn / Nigg),228,243161
P56869,RPOB_CHLMU,reviewed,DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta),Chlamydia muridarum (strain MoPn / Nigg),1252,243161
Q9PJN2,RS13_CHLMU,reviewed,30S ribosomal protein S13,Chlamydia muridarum (strain MoPn / Nigg),122,243161
Q9PL13,RS16_CHLMU,reviewed,30S ribosomal protein S16,Chlamydia muridarum (strain MoPn / Nigg),116,243161
Q9PJN3,RS11_CHLMU,reviewed,30S ribosomal protein S11,Chlamydia muridarum (strain MoPn / Nigg),132,243161
P66371,RS12_CHLMU,reviewed,30S ribosomal protein S12,Chlamydia muridarum (strain MoPn / Nigg),123,243161
Q9PLD4,RS14_CHLMU,reviewed,30S ribosomal protein S14,Chlamydia muridarum (strain MoPn / Nigg),101,243161
Q9PK40,RSMA_CHLMU,reviewed,"Ribosomal RNA small subunit methyltransferase A (EC 2.1.1.182) (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase) (16S rRNA dimethyladenosine transferase) (16S rRNA dimethylase) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase)",Chlamydia muridarum (strain MoPn / Nigg),277,243161
