Entry,Entry name,Status,Protein names,Organism,Length,Organism ID
A0A1D9EKX5,A0A1D9EKX5_9XANT,unreviewed,Uncharacterized protein,Xanthomonas axonopodis pv. glycines str. 8ra,458,1401257
A0A1D9EKZ5,A0A1D9EKZ5_9XANT,unreviewed,Thiopurine S-methyltransferase (EC 2.1.1.67) (Thiopurine methyltransferase),Xanthomonas axonopodis pv. glycines str. 8ra,218,1401257
A0A1D9ELA9,A0A1D9ELA9_9XANT,unreviewed,UvrABC system protein A (UvrA protein) (Excinuclease ABC subunit A),Xanthomonas axonopodis pv. glycines str. 8ra,988,1401257
A0A1D9EFH3,A0A1D9EFH3_9XANT,unreviewed,Beta-ketoacyl-ACP reductase,Xanthomonas axonopodis pv. glycines str. 8ra,246,1401257
A0A1D9EJ00,A0A1D9EJ00_9XANT,unreviewed,Alpha/beta hydrolase,Xanthomonas axonopodis pv. glycines str. 8ra,454,1401257
A0A1D9EKM2,A0A1D9EKM2_9XANT,unreviewed,L-fucose:H+ symporter permease,Xanthomonas axonopodis pv. glycines str. 8ra,436,1401257
A0A1D9ELU3,A0A1D9ELU3_9XANT,unreviewed,Nucleoid-associated protein BHE84_18765,Xanthomonas axonopodis pv. glycines str. 8ra,106,1401257
A0A1D9EMC4,A0A1D9EMC4_9XANT,unreviewed,Proline iminopeptidase (PIP) (EC 3.4.11.5) (Prolyl aminopeptidase),Xanthomonas axonopodis pv. glycines str. 8ra,313,1401257
A0A1D9EMQ7,A0A1D9EMQ7_9XANT,unreviewed,"6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)",Xanthomonas axonopodis pv. glycines str. 8ra,154,1401257
A0A1D9ENZ1,A0A1D9ENZ1_9XANT,unreviewed,Uncharacterized protein,Xanthomonas axonopodis pv. glycines str. 8ra,61,1401257
A0A1D9EDA0,A0A1D9EDA0_9XANT,unreviewed,Uncharacterized protein,Xanthomonas axonopodis pv. glycines str. 8ra,351,1401257
A0A1D9EIU0,A0A1D9EIU0_9XANT,unreviewed,Ribonuclease E (RNase E) (EC 3.1.26.12),Xanthomonas axonopodis pv. glycines str. 8ra,1207,1401257
A0A1D9EKY2,A0A1D9EKY2_9XANT,unreviewed,ABC transporter ATP-binding protein,Xanthomonas axonopodis pv. glycines str. 8ra,589,1401257
A0A1D9EKZ3,A0A1D9EKZ3_9XANT,unreviewed,Protein GrpE (HSP-70 cofactor),Xanthomonas axonopodis pv. glycines str. 8ra,172,1401257
A0A1D9ENF0,A0A1D9ENF0_9XANT,unreviewed,6-phytase,Xanthomonas axonopodis pv. glycines str. 8ra,423,1401257
A0A1D9ENP2,A0A1D9ENP2_9XANT,unreviewed,Na+/H+ antiporter subunit G,Xanthomonas axonopodis pv. glycines str. 8ra,139,1401257
A0A1D9EP05,A0A1D9EP05_9XANT,unreviewed,Thioesterase,Xanthomonas axonopodis pv. glycines str. 8ra,156,1401257
A0A1D9EP61,A0A1D9EP61_9XANT,unreviewed,CDP-glycerol glycerophosphotransferase,Xanthomonas axonopodis pv. glycines str. 8ra,351,1401257
A0A1D9EPG4,A0A1D9EPG4_9XANT,unreviewed,L-threonine 3-dehydrogenase (TDH) (EC 1.1.1.103),Xanthomonas axonopodis pv. glycines str. 8ra,340,1401257
A0A1D9EIP3,A0A1D9EIP3_9XANT,unreviewed,Uncharacterized protein,Xanthomonas axonopodis pv. glycines str. 8ra,136,1401257
A0A1D9ECS4,A0A1D9ECS4_9XANT,unreviewed,Uncharacterized protein,Xanthomonas axonopodis pv. glycines str. 8ra,140,1401257
A0A1D9EKP4,A0A1D9EKP4_9XANT,unreviewed,DNAase,Xanthomonas axonopodis pv. glycines str. 8ra,255,1401257
A0A1D9ENC4,A0A1D9ENC4_9XANT,unreviewed,Response regulator receiver protein,Xanthomonas axonopodis pv. glycines str. 8ra,658,1401257
A0A1D9EEC4,A0A1D9EEC4_9XANT,unreviewed,Mitomycin resistance protein,Xanthomonas axonopodis pv. glycines str. 8ra,102,1401257
A0A1D9EF89,A0A1D9EF89_9XANT,unreviewed,Type II secretion system protein GspG,Xanthomonas axonopodis pv. glycines str. 8ra,143,1401257
A0A1D9EIS4,A0A1D9EIS4_9XANT,unreviewed,Uncharacterized protein,Xanthomonas axonopodis pv. glycines str. 8ra,210,1401257
A0A1D9EMQ9,A0A1D9EMQ9_9XANT,unreviewed,Type II secretion system protein GspG,Xanthomonas axonopodis pv. glycines str. 8ra,154,1401257
A0A1D9EN60,A0A1D9EN60_9XANT,unreviewed,Sigma-54-dependent Fis family transcriptional regulator,Xanthomonas axonopodis pv. glycines str. 8ra,661,1401257
A0A1D9EP82,A0A1D9EP82_9XANT,unreviewed,1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7) (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS),Xanthomonas axonopodis pv. glycines str. 8ra,638,1401257
A0A1D9ECY9,A0A1D9ECY9_9XANT,unreviewed,Adenylate cyclase,Xanthomonas axonopodis pv. glycines str. 8ra,690,1401257
A0A1D9ENP8,A0A1D9ENP8_9XANT,unreviewed,Pyruvate dehydrogenase (Acetyl-transferring) E1 component subunit alpha,Xanthomonas axonopodis pv. glycines str. 8ra,362,1401257
A0A1D9ECF6,A0A1D9ECF6_9XANT,unreviewed,Allantoate amidohydrolase,Xanthomonas axonopodis pv. glycines str. 8ra,423,1401257
A0A1D9EDW0,A0A1D9EDW0_9XANT,unreviewed,ClpV1 family T6SS ATPase,Xanthomonas axonopodis pv. glycines str. 8ra,926,1401257
A0A1D9EGL4,A0A1D9EGL4_9XANT,unreviewed,Protein-glutamate methylesterase (EC 3.1.1.61),Xanthomonas axonopodis pv. glycines str. 8ra,395,1401257
A0A1D9EIP6,A0A1D9EIP6_9XANT,unreviewed,Methyltransferase,Xanthomonas axonopodis pv. glycines str. 8ra,106,1401257
A0A1D9EJ17,A0A1D9EJ17_9XANT,unreviewed,Transglutaminase,Xanthomonas axonopodis pv. glycines str. 8ra,642,1401257
A0A1D9EI32,A0A1D9EI32_9XANT,unreviewed,Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7),Xanthomonas axonopodis pv. glycines str. 8ra,186,1401257
A0A1D9EME8,A0A1D9EME8_9XANT,unreviewed,"Bis(5'-nucleosyl)-tetraphosphatase, symmetrical (EC 3.6.1.41) (Ap4A hydrolase) (Diadenosine 5',5'''-P1,P4-tetraphosphate pyrophosphohydrolase) (Diadenosine tetraphosphatase)",Xanthomonas axonopodis pv. glycines str. 8ra,314,1401257
A0A1D9ENN0,A0A1D9ENN0_9XANT,unreviewed,3-oxoadipate enol-lactonase,Xanthomonas axonopodis pv. glycines str. 8ra,260,1401257
A0A1D9EPI0,A0A1D9EPI0_9XANT,unreviewed,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",Xanthomonas axonopodis pv. glycines str. 8ra,399,1401257
A0A1D9EJI8,A0A1D9EJI8_9XANT,unreviewed,Carbamoyl-phosphate synthase large chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase ammonia chain),Xanthomonas axonopodis pv. glycines str. 8ra,1080,1401257
A0A1D9EH73,A0A1D9EH73_9XANT,unreviewed,Xanthine dehydrogenase,Xanthomonas axonopodis pv. glycines str. 8ra,333,1401257
A0A1D9EMH9,A0A1D9EMH9_9XANT,unreviewed,Uncharacterized protein,Xanthomonas axonopodis pv. glycines str. 8ra,209,1401257
A0A1D9ELD0,A0A1D9ELD0_9XANT,unreviewed,Uncharacterized protein,Xanthomonas axonopodis pv. glycines str. 8ra,123,1401257
A0A1D9EMG0,A0A1D9EMG0_9XANT,unreviewed,Alkyl hydroperoxide reductase subunit F,Xanthomonas axonopodis pv. glycines str. 8ra,530,1401257
A0A1D9EGJ4,A0A1D9EGJ4_9XANT,unreviewed,Phage tail tape measure protein,Xanthomonas axonopodis pv. glycines str. 8ra,956,1401257
A0A1D9EHA2,A0A1D9EHA2_9XANT,unreviewed,TonB-dependent receptor,Xanthomonas axonopodis pv. glycines str. 8ra,996,1401257
A0A1D9EL50,A0A1D9EL50_9XANT,unreviewed,Uncharacterized protein,Xanthomonas axonopodis pv. glycines str. 8ra,88,1401257
A0A1D9EMP8,A0A1D9EMP8_9XANT,unreviewed,Uncharacterized protein,Xanthomonas axonopodis pv. glycines str. 8ra,81,1401257
A0A1D9ENA1,A0A1D9ENA1_9XANT,unreviewed,Bacterioferritin (EC 1.16.3.1),Xanthomonas axonopodis pv. glycines str. 8ra,156,1401257
A0A1D9EPD7,A0A1D9EPD7_9XANT,unreviewed,Filamentous hemagglutinin,Xanthomonas axonopodis pv. glycines str. 8ra,4727,1401257
A0A1D9EMS5,A0A1D9EMS5_9XANT,unreviewed,Type II secretion system protein GspE,Xanthomonas axonopodis pv. glycines str. 8ra,515,1401257
A0A1D9ECJ4,A0A1D9ECJ4_9XANT,unreviewed,Adenylate cyclase,Xanthomonas axonopodis pv. glycines str. 8ra,886,1401257
A0A1D9EG82,A0A1D9EG82_9XANT,unreviewed,Uncharacterized protein,Xanthomonas axonopodis pv. glycines str. 8ra,247,1401257
A0A1D9EHD1,A0A1D9EHD1_9XANT,unreviewed,Type III secretion system effector protein,Xanthomonas axonopodis pv. glycines str. 8ra,733,1401257
A0A1D9EEM1,A0A1D9EEM1_9XANT,unreviewed,Chromosome partitioning protein ParB,Xanthomonas axonopodis pv. glycines str. 8ra,309,1401257
A0A1D9EFQ7,A0A1D9EFQ7_9XANT,unreviewed,"UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase (EC 6.3.2.45) (Murein peptide ligase) (UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase)",Xanthomonas axonopodis pv. glycines str. 8ra,452,1401257
A0A1D9EDT3,A0A1D9EDT3_9XANT,unreviewed,Integrase,Xanthomonas axonopodis pv. glycines str. 8ra,240,1401257
A0A1D9EFP2,A0A1D9EFP2_9XANT,unreviewed,Uncharacterized protein,Xanthomonas axonopodis pv. glycines str. 8ra,193,1401257
A0A1D9EG53,A0A1D9EG53_9XANT,unreviewed,Aliphatic sulfonates import ATP-binding protein SsuB (EC 3.6.3.-),Xanthomonas axonopodis pv. glycines str. 8ra,275,1401257
A0A1D9EM78,A0A1D9EM78_9XANT,unreviewed,Molybdenum cofactor biosynthesis protein B,Xanthomonas axonopodis pv. glycines str. 8ra,172,1401257
A0A1D9EP75,A0A1D9EP75_9XANT,unreviewed,Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.-),Xanthomonas axonopodis pv. glycines str. 8ra,333,1401257
A0A1D9EDW8,A0A1D9EDW8_9XANT,unreviewed,Oxidoreductase,Xanthomonas axonopodis pv. glycines str. 8ra,336,1401257
A0A1D9EDY8,A0A1D9EDY8_9XANT,unreviewed,Ribonucleoside-diphosphate reductase subunit beta (EC 1.17.4.1),Xanthomonas axonopodis pv. glycines str. 8ra,347,1401257
A0A1D9EDP6,A0A1D9EDP6_9XANT,unreviewed,Uncharacterized protein,Xanthomonas axonopodis pv. glycines str. 8ra,73,1401257
A0A1D9EF70,A0A1D9EF70_9XANT,unreviewed,Alanine acetyltransferase,Xanthomonas axonopodis pv. glycines str. 8ra,151,1401257
A0A1D9EGT5,A0A1D9EGT5_9XANT,unreviewed,Lipase,Xanthomonas axonopodis pv. glycines str. 8ra,358,1401257
A0A1D9EE59,A0A1D9EE59_9XANT,unreviewed,Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25),Xanthomonas axonopodis pv. glycines str. 8ra,283,1401257
A0A1D9EH38,A0A1D9EH38_9XANT,unreviewed,TetR family transcriptional regulator,Xanthomonas axonopodis pv. glycines str. 8ra,213,1401257
A0A1D9EJP8,A0A1D9EJP8_9XANT,unreviewed,Uncharacterized protein,Xanthomonas axonopodis pv. glycines str. 8ra,581,1401257
A0A1D9EKY4,A0A1D9EKY4_9XANT,unreviewed,Bifunctional uridylyltransferase/uridylyl-removing enzyme (UTase/UR) (Bifunctional [protein-PII] modification enzyme) (Bifunctional nitrogen sensor protein) [Includes: [Protein-PII] uridylyltransferase (PII uridylyltransferase) (UTase) (EC 2.7.7.59); [Protein-PII]-UMP uridylyl-removing enzyme (UR) (EC 3.1.4.-)],Xanthomonas axonopodis pv. glycines str. 8ra,869,1401257
A0A1D9EEI6,A0A1D9EEI6_9XANT,unreviewed,Uncharacterized protein,Xanthomonas axonopodis pv. glycines str. 8ra,182,1401257
A0A1D9EKE2,A0A1D9EKE2_9XANT,unreviewed,Uncharacterized protein,Xanthomonas axonopodis pv. glycines str. 8ra,72,1401257
A0A1D9ELE5,A0A1D9ELE5_9XANT,unreviewed,Acyl-CoA dehydrogenase,Xanthomonas axonopodis pv. glycines str. 8ra,393,1401257
A0A1D9ED40,A0A1D9ED40_9XANT,unreviewed,Transposase,Xanthomonas axonopodis pv. glycines str. 8ra,318,1401257
A0A1D9EE58,A0A1D9EE58_9XANT,unreviewed,Drug/metabolite exporter YedA,Xanthomonas axonopodis pv. glycines str. 8ra,298,1401257
A0A1D9EF37,A0A1D9EF37_9XANT,unreviewed,Uncharacterized protein,Xanthomonas axonopodis pv. glycines str. 8ra,183,1401257
A0A1D9EGD8,A0A1D9EGD8_9XANT,unreviewed,Two-component system response regulator,Xanthomonas axonopodis pv. glycines str. 8ra,120,1401257
A0A1D9EGR4,A0A1D9EGR4_9XANT,unreviewed,Beta-glucosidase,Xanthomonas axonopodis pv. glycines str. 8ra,886,1401257
A0A1D9EHH1,A0A1D9EHH1_9XANT,unreviewed,Ribosome maturation factor RimP,Xanthomonas axonopodis pv. glycines str. 8ra,196,1401257
A0A1D9EMI7,A0A1D9EMI7_9XANT,unreviewed,Probable peptidoglycan glycosyltransferase FtsW (PGT) (EC 2.4.1.129) (Cell division protein FtsW) (Cell wall polymerase) (Peptidoglycan polymerase) (PG polymerase),Xanthomonas axonopodis pv. glycines str. 8ra,458,1401257
A0A1D9EPD1,A0A1D9EPD1_9XANT,unreviewed,Uncharacterized protein,Xanthomonas axonopodis pv. glycines str. 8ra,86,1401257
A0A1D9ECX4,A0A1D9ECX4_9XANT,unreviewed,Dimethylhistidine N-methyltransferase,Xanthomonas axonopodis pv. glycines str. 8ra,328,1401257
A0A1D9EES8,A0A1D9EES8_9XANT,unreviewed,Glycosyl transferase family 2,Xanthomonas axonopodis pv. glycines str. 8ra,231,1401257
A0A1D9EHZ2,A0A1D9EHZ2_9XANT,unreviewed,Transcriptional regulator,Xanthomonas axonopodis pv. glycines str. 8ra,321,1401257
A0A1D9EJK0,A0A1D9EJK0_9XANT,unreviewed,Uncharacterized protein,Xanthomonas axonopodis pv. glycines str. 8ra,166,1401257
A0A1D9EJT2,A0A1D9EJT2_9XANT,unreviewed,Uncharacterized protein,Xanthomonas axonopodis pv. glycines str. 8ra,422,1401257
A0A1D9ELM5,A0A1D9ELM5_9XANT,unreviewed,DUF4440 domain-containing protein,Xanthomonas axonopodis pv. glycines str. 8ra,126,1401257
A0A1D9ENA2,A0A1D9ENA2_9XANT,unreviewed,Transcriptional regulator Crp,Xanthomonas axonopodis pv. glycines str. 8ra,230,1401257
A0A1D9ELX8,A0A1D9ELX8_9XANT,unreviewed,Uncharacterized protein,Xanthomonas axonopodis pv. glycines str. 8ra,74,1401257
A0A1D9ECY7,A0A1D9ECY7_9XANT,unreviewed,MarR family transcriptional regulator,Xanthomonas axonopodis pv. glycines str. 8ra,162,1401257
A0A1D9EDV5,A0A1D9EDV5_9XANT,unreviewed,LysR family transcriptional regulator,Xanthomonas axonopodis pv. glycines str. 8ra,435,1401257
A0A1D9EGN0,A0A1D9EGN0_9XANT,unreviewed,Beta-hexosaminidase,Xanthomonas axonopodis pv. glycines str. 8ra,815,1401257
A0A1D9EJK2,A0A1D9EJK2_9XANT,unreviewed,2-aminoadipate aminotransferase,Xanthomonas axonopodis pv. glycines str. 8ra,400,1401257
A0A1D9EK47,A0A1D9EK47_9XANT,unreviewed,ABC transporter ATP-binding protein,Xanthomonas axonopodis pv. glycines str. 8ra,573,1401257
A0A1D9EKP6,A0A1D9EKP6_9XANT,unreviewed,Glutathione S-transferase,Xanthomonas axonopodis pv. glycines str. 8ra,211,1401257
A0A1D9EMW5,A0A1D9EMW5_9XANT,unreviewed,Histidine kinase,Xanthomonas axonopodis pv. glycines str. 8ra,603,1401257
A0A1D9EEX9,A0A1D9EEX9_9XANT,unreviewed,Protein-glutamate methylesterase (EC 3.1.1.61),Xanthomonas axonopodis pv. glycines str. 8ra,1180,1401257
A0A1D9EKY3,A0A1D9EKY3_9XANT,unreviewed,Uncharacterized protein,Xanthomonas axonopodis pv. glycines str. 8ra,115,1401257
A0A1D9ELY0,A0A1D9ELY0_9XANT,unreviewed,Uncharacterized protein,Xanthomonas axonopodis pv. glycines str. 8ra,218,1401257
A0A1D9EMH4,A0A1D9EMH4_9XANT,unreviewed,Taurine dioxygenase,Xanthomonas axonopodis pv. glycines str. 8ra,305,1401257
A0A1D9ENR5,A0A1D9ENR5_9XANT,unreviewed,Uncharacterized protein,Xanthomonas axonopodis pv. glycines str. 8ra,106,1401257
A0A1D9EEC2,A0A1D9EEC2_9XANT,unreviewed,Uncharacterized protein,Xanthomonas axonopodis pv. glycines str. 8ra,93,1401257
A0A1D9ENJ4,A0A1D9ENJ4_9XANT,unreviewed,Type III secretion protein HrpB4,Xanthomonas axonopodis pv. glycines str. 8ra,209,1401257
A0A1D9ENX1,A0A1D9ENX1_9XANT,unreviewed,Na+/H+ antiporter,Xanthomonas axonopodis pv. glycines str. 8ra,545,1401257
A0A1D9EPL8,A0A1D9EPL8_9XANT,unreviewed,Potassium-transporting system small peptide KdpF,Xanthomonas axonopodis pv. glycines str. 8ra,30,1401257
A0A1D9ECB7,A0A1D9ECB7_9XANT,unreviewed,Multidrug efflux RND transporter permease,Xanthomonas axonopodis pv. glycines str. 8ra,1049,1401257
A0A1D9EH41,A0A1D9EH41_9XANT,unreviewed,Uncharacterized protein,Xanthomonas axonopodis pv. glycines str. 8ra,53,1401257
A0A1D9EJ82,A0A1D9EJ82_9XANT,unreviewed,C-di-GMP phosphodiesterase,Xanthomonas axonopodis pv. glycines str. 8ra,573,1401257
A0A1D9EMU0,A0A1D9EMU0_9XANT,unreviewed,Penicillin-binding protein 2,Xanthomonas axonopodis pv. glycines str. 8ra,686,1401257
A0A1D9EK87,A0A1D9EK87_9XANT,unreviewed,Circadian clock protein KaiC,Xanthomonas axonopodis pv. glycines str. 8ra,505,1401257
A0A1D9ENL4,A0A1D9ENL4_9XANT,unreviewed,Nucleoside-diphosphate sugar epimerase,Xanthomonas axonopodis pv. glycines str. 8ra,300,1401257
A0A1D9EEF0,A0A1D9EEF0_9XANT,unreviewed,Polyamine aminopropyltransferase (Putrescine aminopropyltransferase) (PAPT) (Spermidine synthase) (SPDS) (SPDSY) (EC 2.5.1.16),Xanthomonas axonopodis pv. glycines str. 8ra,285,1401257
A0A1D9EIE1,A0A1D9EIE1_9XANT,unreviewed,Phosphinothricin acetyltransferase,Xanthomonas axonopodis pv. glycines str. 8ra,179,1401257
A0A1D9EJ80,A0A1D9EJ80_9XANT,unreviewed,RNA polymerase sigma factor FliA (RNA polymerase sigma factor for flagellar operon) (Sigma F) (Sigma-28),Xanthomonas axonopodis pv. glycines str. 8ra,255,1401257
A0A1D9EGR0,A0A1D9EGR0_9XANT,unreviewed,Cupin,Xanthomonas axonopodis pv. glycines str. 8ra,350,1401257
A0A1D9ELS9,A0A1D9ELS9_9XANT,unreviewed,Excinuclease ABC subunit A,Xanthomonas axonopodis pv. glycines str. 8ra,842,1401257
A0A1D9EG28,A0A1D9EG28_9XANT,unreviewed,Prepilin-type N-terminal cleavage/methylation domain-containing protein,Xanthomonas axonopodis pv. glycines str. 8ra,135,1401257
A0A1D9EM65,A0A1D9EM65_9XANT,unreviewed,50S ribosomal protein L29,Xanthomonas axonopodis pv. glycines str. 8ra,61,1401257
A0A1D9EK65,A0A1D9EK65_9XANT,unreviewed,Uncharacterized protein,Xanthomonas axonopodis pv. glycines str. 8ra,63,1401257
A0A1D9EIC9,A0A1D9EIC9_9XANT,unreviewed,HAMP domain-containing protein,Xanthomonas axonopodis pv. glycines str. 8ra,375,1401257
A0A1D9ENX2,A0A1D9ENX2_9XANT,unreviewed,Histidine kinase,Xanthomonas axonopodis pv. glycines str. 8ra,448,1401257
A0A1D9EF94,A0A1D9EF94_9XANT,unreviewed,ABC transporter substrate-binding protein,Xanthomonas axonopodis pv. glycines str. 8ra,308,1401257
A0A1D9EFP6,A0A1D9EFP6_9XANT,unreviewed,TonB-dependent receptor,Xanthomonas axonopodis pv. glycines str. 8ra,923,1401257
A0A1D9EGN9,A0A1D9EGN9_9XANT,unreviewed,Amino acid amidase,Xanthomonas axonopodis pv. glycines str. 8ra,313,1401257
A0A1D9EI03,A0A1D9EI03_9XANT,unreviewed,Glutamate dehydrogenase,Xanthomonas axonopodis pv. glycines str. 8ra,1669,1401257
A0A1D9EJY9,A0A1D9EJY9_9XANT,unreviewed,Uncharacterized protein,Xanthomonas axonopodis pv. glycines str. 8ra,69,1401257
A0A1D9EMZ2,A0A1D9EMZ2_9XANT,unreviewed,ATP-dependent protease ATPase subunit HslU (Unfoldase HslU),Xanthomonas axonopodis pv. glycines str. 8ra,455,1401257
A0A1D9EPC2,A0A1D9EPC2_9XANT,unreviewed,Uncharacterized protein,Xanthomonas axonopodis pv. glycines str. 8ra,568,1401257
A0A1D9EEJ9,A0A1D9EEJ9_9XANT,unreviewed,Dipeptide epimerase,Xanthomonas axonopodis pv. glycines str. 8ra,365,1401257
A0A1D9EIW6,A0A1D9EIW6_9XANT,unreviewed,Replication protein,Xanthomonas axonopodis pv. glycines str. 8ra,368,1401257
A0A1D9EKM9,A0A1D9EKM9_9XANT,unreviewed,Phosphate-specific transport system accessory protein PhoU,Xanthomonas axonopodis pv. glycines str. 8ra,236,1401257
A0A1D9EPN9,A0A1D9EPN9_9XANT,unreviewed,Uncharacterized protein,Xanthomonas axonopodis pv. glycines str. 8ra,133,1401257
A0A1D9ED51,A0A1D9ED51_9XANT,unreviewed,Cellulase,Xanthomonas axonopodis pv. glycines str. 8ra,350,1401257
A0A1D9EEV5,A0A1D9EEV5_9XANT,unreviewed,Uncharacterized protein,Xanthomonas axonopodis pv. glycines str. 8ra,77,1401257
