Entry,Entry name,Status,Protein names,Organism,Length,Organism ID
Q9Z8F8,AMPA_CHLPN,reviewed,Probable cytosol aminopeptidase (EC 3.4.11.1) (Leucine aminopeptidase) (LAP) (EC 3.4.11.10) (Leucyl aminopeptidase),Chlamydia pneumoniae (Chlamydophila pneumoniae),499,83558
Q9Z6L0,AK_CHLPN,reviewed,Aspartokinase (EC 2.7.2.4) (Aspartate kinase),Chlamydia pneumoniae (Chlamydophila pneumoniae),440,83558
Q9Z8Q7,ALF1_CHLPN,reviewed,Probable fructose-bisphosphate aldolase class 1 (EC 4.1.2.13) (Probable fructose-bisphosphate aldolase class I) (FBP aldolase),Chlamydia pneumoniae (Chlamydophila pneumoniae),349,83558
Q9Z6M0,AROA_CHLPN,reviewed,3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS),Chlamydia pneumoniae (Chlamydophila pneumoniae),445,83558
Q9Z8K2,APBE_CHLPN,reviewed,FAD:protein FMN transferase (EC 2.7.1.180) (Flavin transferase),Chlamydia pneumoniae (Chlamydophila pneumoniae),314,83558
Q9Z6M2,AROC_CHLPN,reviewed,Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase),Chlamydia pneumoniae (Chlamydophila pneumoniae),359,83558
Q9Z8Z1,ARGR_CHLPN,reviewed,Arginine repressor,Chlamydia pneumoniae (Chlamydophila pneumoniae),147,83558
Q9Z6M3,AROB_CHLPN,reviewed,3-dehydroquinate synthase (EC 4.2.3.4),Chlamydia pneumoniae (Chlamydophila pneumoniae),380,83558
Q9Z869,ARTJ_CHLPN,reviewed,Probable ABC transporter arginine-binding protein ArtJ,Chlamydia pneumoniae (Chlamydophila pneumoniae),259,83558
Q9Z6M1,AROK_CHLPN,reviewed,Shikimate kinase (SK) (EC 2.7.1.71),Chlamydia pneumoniae (Chlamydophila pneumoniae),176,83558
Q9Z6M4,ARODE_CHLPN,reviewed,Shikimate biosynthesis protein AroDE [Includes: 3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1); Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)],Chlamydia pneumoniae (Chlamydophila pneumoniae),477,83558
Q9Z6L5,BIOB_CHLPN,reviewed,Biotin synthase (EC 2.8.1.6),Chlamydia pneumoniae (Chlamydophila pneumoniae),331,83558
Q9Z8V7,BDBC_CHLPN,reviewed,Probable disulfide formation protein (Disulfide oxidoreductase) (Thiol-disulfide oxidoreductase),Chlamydia pneumoniae (Chlamydophila pneumoniae),136,83558
Q9Z8L0,BSDC_CHLPN,reviewed,4-hydroxybenzoate decarboxylase subunit C (4-hydroxybenzoate DC) (HBDC) (EC 4.1.1.61),Chlamydia pneumoniae (Chlamydophila pneumoniae),584,83558
Q9Z6L7,BIOD_CHLPN,reviewed,ATP-dependent dethiobiotin synthetase BioD (EC 6.3.3.3) (DTB synthetase) (DTBS) (Dethiobiotin synthase),Chlamydia pneumoniae (Chlamydophila pneumoniae),219,83558
Q9Z901,BCCP_CHLPN,reviewed,Biotin carboxyl carrier protein of acetyl-CoA carboxylase (BCCP),Chlamydia pneumoniae (Chlamydophila pneumoniae),167,83558
Q9Z7Y6,CDSA_CHLPN,reviewed,Phosphatidate cytidylyltransferase (EC 2.7.7.41) (CDP-DAG synthase) (CDP-DG synthase) (CDP-diacylglycerol synthase) (CDS) (CDP-diglyceride pyrophosphorylase) (CDP-diglyceride synthase) (CTP:phosphatidate cytidylyltransferase),Chlamydia pneumoniae (Chlamydophila pneumoniae),308,83558
P31682,CH10_CHLPN,reviewed,10 kDa chaperonin (GroES protein) (Protein Cpn10),Chlamydia pneumoniae (Chlamydophila pneumoniae),102,83558
Q9Z7C9,CH602_CHLPN,reviewed,60 kDa chaperonin 2 (GroEL protein 2) (Protein Cpn60 2),Chlamydia pneumoniae (Chlamydophila pneumoniae),526,83558
Q9Z8A6,CLPC_CHLPN,reviewed,Probable ATP-dependent Clp protease ATP-binding subunit,Chlamydia pneumoniae (Chlamydophila pneumoniae),845,83558
P31681,CH60_CHLPN,reviewed,60 kDa chaperonin (GroEL protein) (Protein Cpn60),Chlamydia pneumoniae (Chlamydophila pneumoniae),544,83558
Q7AJA9,CLPB_CHLPN,reviewed,Chaperone protein ClpB,Chlamydia pneumoniae (Chlamydophila pneumoniae),866,83558
Q9Z832,CLPP1_CHLPN,reviewed,ATP-dependent Clp protease proteolytic subunit 1 (EC 3.4.21.92) (Endopeptidase Clp 1),Chlamydia pneumoniae (Chlamydophila pneumoniae),191,83558
Q9Z7U3,COAE_CHLPN,reviewed,Dephospho-CoA kinase (EC 2.7.1.24) (Dephosphocoenzyme A kinase),Chlamydia pneumoniae (Chlamydophila pneumoniae),202,83558
Q9Z760,CLPX_CHLPN,reviewed,ATP-dependent Clp protease ATP-binding subunit ClpX,Chlamydia pneumoniae (Chlamydophila pneumoniae),421,83558
Q9Z759,CLPP2_CHLPN,reviewed,ATP-dependent Clp protease proteolytic subunit 2 (EC 3.4.21.92) (Endopeptidase Clp 2),Chlamydia pneumoniae (Chlamydophila pneumoniae),203,83558
Q9Z7L5,CSD_CHLPN,reviewed,Probable cysteine desulfurase (EC 2.8.1.7),Chlamydia pneumoniae (Chlamydophila pneumoniae),406,83558
Q9Z6K9,DAPA_CHLPN,reviewed,4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7),Chlamydia pneumoniae (Chlamydophila pneumoniae),291,83558
Q9Z6L2,DAPB_CHLPN,reviewed,4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8),Chlamydia pneumoniae (Chlamydophila pneumoniae),264,83558
Q9Z856,DAPAT_CHLPN,reviewed,LL-diaminopimelate aminotransferase (DAP-AT) (DAP-aminotransferase) (LL-DAP-aminotransferase) (EC 2.6.1.83),Chlamydia pneumoniae (Chlamydophila pneumoniae),397,83558
Q9Z833,DAPF_CHLPN,reviewed,Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7) (PLP-independent amino acid racemase),Chlamydia pneumoniae (Chlamydophila pneumoniae),257,83558
Q9Z8B9,DNAA2_CHLPN,reviewed,Chromosomal replication initiator protein DnaA 2,Chlamydia pneumoniae (Chlamydophila pneumoniae),450,83558
Q9Z716,DCUP_CHLPN,reviewed,Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37),Chlamydia pneumoniae (Chlamydophila pneumoniae),329,83558
Q9Z6J2,DEF_CHLPN,reviewed,Peptide deformylase (PDF) (EC 3.5.1.88) (Polypeptide deformylase),Chlamydia pneumoniae (Chlamydophila pneumoniae),186,83558
Q9Z6T0,DEGPL_CHLPN,reviewed,Probable periplasmic serine endoprotease DegP-like (EC 3.4.21.107) (Protease Do),Chlamydia pneumoniae (Chlamydophila pneumoniae),488,83558
Q9Z8F1,DCD_CHLPN,reviewed,dCTP deaminase (EC 3.5.4.13) (Deoxycytidine triphosphate deaminase),Chlamydia pneumoniae (Chlamydophila pneumoniae),190,83558
Q9Z773,DLDH_CHLPN,reviewed,Dihydrolipoyl dehydrogenase (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase) (E3 component of 2-oxoglutarate dehydrogenase complex),Chlamydia pneumoniae (Chlamydophila pneumoniae),461,83558
Q9Z8C7,DBH_CHLPN,reviewed,Probable DNA-binding protein HU,Chlamydia pneumoniae (Chlamydophila pneumoniae),100,83558
Q9Z8M9,DNAA1_CHLPN,reviewed,Chromosomal replication initiator protein DnaA 1,Chlamydia pneumoniae (Chlamydophila pneumoniae),460,83558
Q9Z7N8,DPO3A_CHLPN,reviewed,DNA polymerase III subunit alpha (EC 2.7.7.7),Chlamydia pneumoniae (Chlamydophila pneumoniae),1240,83558
Q9Z8K0,DPO3B_CHLPN,reviewed,DNA polymerase III subunit beta (EC 2.7.7.7),Chlamydia pneumoniae (Chlamydophila pneumoniae),366,83558
Q9Z762,DER_CHLPN,reviewed,GTPase Der (GTP-binding protein EngA),Chlamydia pneumoniae (Chlamydophila pneumoniae),487,83558
Q9Z9E9,DNAJ_CHLPN,reviewed,Chaperone protein DnaJ,Chlamydia pneumoniae (Chlamydophila pneumoniae),392,83558
Q9Z6W4,DNAG_CHLPN,reviewed,DNA primase (EC 2.7.7.-),Chlamydia pneumoniae (Chlamydophila pneumoniae),590,83558
Q9Z6X3,DSBJ_CHLPN,reviewed,Thioredoxin-related protein DsbJ,Chlamydia pneumoniae (Chlamydophila pneumoniae),348,83558
P27542,DNAK_CHLPN,reviewed,Chaperone protein DnaK (75 kDa membrane protein) (HSP70) (Heat shock 70 kDa protein) (Heat shock protein 70),Chlamydia pneumoniae (Chlamydophila pneumoniae),660,83558
Q9Z9C2,DUT_CHLPN,reviewed,Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase),Chlamydia pneumoniae (Chlamydophila pneumoniae),145,83558
Q9Z8J8,DXR_CHLPN,reviewed,1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase),Chlamydia pneumoniae (Chlamydophila pneumoniae),379,83558
Q9Z934,DNLJ_CHLPN,reviewed,DNA ligase (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)]),Chlamydia pneumoniae (Chlamydophila pneumoniae),662,83558
Q9Z6Y0,DSBH_CHLPN,reviewed,Disulfide bond reductase DsbH (Disulfide reductase) (EC 1.8.-.-) (Protein-disulfide reductase),Chlamydia pneumoniae (Chlamydophila pneumoniae),166,83558
Q9Z6J9,DXS_CHLPN,reviewed,1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7) (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS),Chlamydia pneumoniae (Chlamydophila pneumoniae),644,83558
Q9Z802,EFG_CHLPN,reviewed,Elongation factor G (EF-G),Chlamydia pneumoniae (Chlamydophila pneumoniae),694,83558
Q9Z711,EFP2_CHLPN,reviewed,Elongation factor P 2 (EF-P 2),Chlamydia pneumoniae (Chlamydophila pneumoniae),190,83558
Q9Z9A7,EFTU_CHLPN,reviewed,Elongation factor Tu (EF-Tu),Chlamydia pneumoniae (Chlamydophila pneumoniae),394,83558
Q9Z7A6,ENO_CHLPN,reviewed,Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase),Chlamydia pneumoniae (Chlamydophila pneumoniae),428,83558
Q9Z7H3,END4_CHLPN,reviewed,Probable endonuclease 4 (EC 3.1.21.2) (Endodeoxyribonuclease IV) (Endonuclease IV),Chlamydia pneumoniae (Chlamydophila pneumoniae),293,83558
Q9Z849,GRPE_CHLPN,reviewed,Protein GrpE (HSP-70 cofactor),Chlamydia pneumoniae (Chlamydophila pneumoniae),184,83558
Q9Z751,GPDA_CHLPN,reviewed,Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)H-dependent glycerol-3-phosphate dehydrogenase),Chlamydia pneumoniae (Chlamydophila pneumoniae),334,83558
Q9Z913,GUAA_CHLPN,reviewed,Putative GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (Glutamine amidotransferase),Chlamydia pneumoniae (Chlamydophila pneumoniae),429,83558
Q9Z7A2,GP6R_CHLPN,reviewed,Virulence plasmid protein pGP6-D-related protein,Chlamydia pneumoniae (Chlamydophila pneumoniae),250,83558
Q9JRW9,GSA_CHLPN,reviewed,"Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)",Chlamydia pneumoniae (Chlamydophila pneumoniae),440,83558
Q9Z8R4,GYRA_CHLPN,reviewed,DNA gyrase subunit A (EC 5.99.1.3),Chlamydia pneumoniae (Chlamydophila pneumoniae),834,83558
Q9Z7G1,HEM2_CHLPN,reviewed,Delta-aminolevulinic acid dehydratase (ALAD) (ALADH) (EC 4.2.1.24) (Porphobilinogen synthase),Chlamydia pneumoniae (Chlamydophila pneumoniae),332,83558
Q9Z7V1,HEMH_CHLPN,reviewed,Ferrochelatase (EC 4.99.1.1) (Heme synthase) (Protoheme ferro-lyase),Chlamydia pneumoniae (Chlamydophila pneumoniae),327,83558
Q9Z720,HCT1_CHLPN,reviewed,Histone H1-like protein HC1,Chlamydia pneumoniae (Chlamydophila pneumoniae),123,83558
Q9Z8R3,GYRB_CHLPN,reviewed,DNA gyrase subunit B (EC 5.99.1.3),Chlamydia pneumoniae (Chlamydophila pneumoniae),805,83558
Q9Z900,EFP1_CHLPN,reviewed,Elongation factor P 1 (EF-P 1),Chlamydia pneumoniae (Chlamydophila pneumoniae),185,83558
Q9Z7K8,EFTS_CHLPN,reviewed,Elongation factor Ts (EF-Ts),Chlamydia pneumoniae (Chlamydophila pneumoniae),282,83558
Q9Z8P2,FABG_CHLPN,reviewed,3-oxoacyl-[acyl-carrier-protein] reductase FabG (EC 1.1.1.100) (3-ketoacyl-acyl carrier protein reductase) (Beta-Ketoacyl-acyl carrier protein reductase) (Beta-ketoacyl-ACP reductase),Chlamydia pneumoniae (Chlamydophila pneumoniae),248,83558
Q9K1Y4,EX7S_CHLPN,reviewed,Exodeoxyribonuclease 7 small subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII small subunit) (Exonuclease VII small subunit),Chlamydia pneumoniae (Chlamydophila pneumoniae),75,83558
Q9Z6J7,EX7L_CHLPN,reviewed,Exodeoxyribonuclease 7 large subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII large subunit) (Exonuclease VII large subunit),Chlamydia pneumoniae (Chlamydophila pneumoniae),554,83558
Q9Z8P0,FABH_CHLPN,reviewed,3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III),Chlamydia pneumoniae (Chlamydophila pneumoniae),335,83558
Q9Z7Q3,FABZ_CHLPN,reviewed,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ (EC 4.2.1.59) ((3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase) ((3R)-hydroxymyristoyl-ACP dehydrase) (Beta-hydroxyacyl-ACP dehydratase),Chlamydia pneumoniae (Chlamydophila pneumoniae),153,83558
Q9Z7Q5,FMT_CHLPN,reviewed,Methionyl-tRNA formyltransferase (EC 2.1.2.9),Chlamydia pneumoniae (Chlamydophila pneumoniae),321,83558
Q9Z7T0,G3P_CHLPN,reviewed,Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12) (NAD-dependent glyceraldehyde-3-phosphate dehydrogenase),Chlamydia pneumoniae (Chlamydophila pneumoniae),335,83558
Q9Z7E8,FOLKP_CHLPN,reviewed,"Folate synthesis bifunctional protein [Includes: 6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase (HPPK) (EC 2.7.6.3) (2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase) (7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase) (PPPK); Dihydropteroate synthase (DHPS) (EC 2.5.1.15) (Dihydropteroate pyrophosphorylase)]",Chlamydia pneumoniae (Chlamydophila pneumoniae),450,83558
Q9Z8K3,FOLD_CHLPN,reviewed,Bifunctional protein FolD [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)],Chlamydia pneumoniae (Chlamydophila pneumoniae),286,83558
Q9Z6P6,FUMC_CHLPN,reviewed,Fumarate hydratase class II (Fumarase C) (EC 4.2.1.2) (Aerobic fumarase) (Iron-independent fumarase),Chlamydia pneumoniae (Chlamydophila pneumoniae),460,83558
Q9Z726,FTSK_CHLPN,reviewed,DNA translocase FtsK,Chlamydia pneumoniae (Chlamydophila pneumoniae),806,83558
Q9Z6T7,FTSY_CHLPN,reviewed,Signal recognition particle receptor FtsY (SRP receptor),Chlamydia pneumoniae (Chlamydophila pneumoniae),290,83558
Q9Z7E9,FOLB_CHLPN,reviewed,"Probable dihydroneopterin aldolase (DHNA) (EC 4.1.2.25) (7,8-dihydroneopterin aldolase)",Chlamydia pneumoniae (Chlamydophila pneumoniae),134,83558
Q9Z6N4,G6PI_CHLPN,reviewed,Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI),Chlamydia pneumoniae (Chlamydophila pneumoniae),526,83558
Q9Z8U6,G6PD_CHLPN,reviewed,Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49),Chlamydia pneumoniae (Chlamydophila pneumoniae),512,83558
Q9Z9G6,GATB_CHLPN,reviewed,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (Asp/Glu-ADT subunit B) (EC 6.3.5.-),Chlamydia pneumoniae (Chlamydophila pneumoniae),488,83558
Q9Z946,GCH1L_CHLPN,reviewed,GTP cyclohydrolase 1 type 2 homolog,Chlamydia pneumoniae (Chlamydophila pneumoniae),251,83558
Q9Z8B0,GCSHL_CHLPN,reviewed,Glycine cleavage system H-like protein,Chlamydia pneumoniae (Chlamydophila pneumoniae),115,83558
Q9Z9G8,GATC_CHLPN,reviewed,Glutamyl-tRNA(Gln) amidotransferase subunit C (Glu-ADT subunit C) (EC 6.3.5.-),Chlamydia pneumoniae (Chlamydophila pneumoniae),101,83558
Q9Z831,GLYA_CHLPN,reviewed,Serine hydroxymethyltransferase (SHMT) (Serine methylase) (EC 2.1.2.1),Chlamydia pneumoniae (Chlamydophila pneumoniae),497,83558
Q9Z876,GLGB_CHLPN,reviewed,"1,4-alpha-glucan branching enzyme GlgB (EC 2.4.1.18) (1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase) (Alpha-(1->4)-glucan branching enzyme) (Glycogen branching enzyme) (BE)",Chlamydia pneumoniae (Chlamydophila pneumoniae),720,83558
Q9Z6V8,GLGA_CHLPN,reviewed,Glycogen synthase (EC 2.4.1.21) (Starch [bacterial glycogen] synthase),Chlamydia pneumoniae (Chlamydophila pneumoniae),476,83558
Q9Z9G7,GATA_CHLPN,reviewed,Glutamyl-tRNA(Gln) amidotransferase subunit A (Glu-ADT subunit A) (EC 6.3.5.7),Chlamydia pneumoniae (Chlamydophila pneumoniae),492,83558
Q9Z6U0,GLMS_CHLPN,reviewed,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase),Chlamydia pneumoniae (Chlamydophila pneumoniae),609,83558
Q9Z743,GPMA_CHLPN,reviewed,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.11)",Chlamydia pneumoniae (Chlamydophila pneumoniae),228,83558
Q9Z7G4,GREA_CHLPN,reviewed,Transcription elongation factor GreA (Transcript cleavage factor GreA),Chlamydia pneumoniae (Chlamydophila pneumoniae),722,83558
Q9Z6U1,GLMM_CHLPN,reviewed,Phosphoglucosamine mutase (EC 5.4.2.10),Chlamydia pneumoniae (Chlamydophila pneumoniae),458,83558
Q9Z873,HFLX_CHLPN,reviewed,GTPase HflX (GTP-binding protein HflX),Chlamydia pneumoniae (Chlamydophila pneumoniae),472,83558
Q9Z8F9,HCT2_CHLPN,reviewed,Histone H1-like protein HC2 (HC2 nucleoprotein),Chlamydia pneumoniae (Chlamydophila pneumoniae),172,83558
Q9Z7J1,HEM1_CHLPN,reviewed,Glutamyl-tRNA reductase (GluTR) (EC 1.2.1.70),Chlamydia pneumoniae (Chlamydophila pneumoniae),339,83558
Q9Z9C9,HEM3_CHLPN,reviewed,Probable porphobilinogen deaminase (PBG) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase),Chlamydia pneumoniae (Chlamydophila pneumoniae),234,83558
Q9Z850,HRCA_CHLPN,reviewed,Heat-inducible transcription repressor HrcA,Chlamydia pneumoniae (Chlamydophila pneumoniae),398,83558
Q9Z6R9,IF3_CHLPN,reviewed,Translation initiation factor IF-3,Chlamydia pneumoniae (Chlamydophila pneumoniae),186,83558
Q9Z8M1,IF2_CHLPN,reviewed,Translation initiation factor IF-2,Chlamydia pneumoniae (Chlamydophila pneumoniae),890,83558
Q9Z9A8,IF1_CHLPN,reviewed,Translation initiation factor IF-1,Chlamydia pneumoniae (Chlamydophila pneumoniae),73,83558
Q9Z7X5,ISPD_CHLPN,reviewed,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT),Chlamydia pneumoniae (Chlamydophila pneumoniae),211,83558
Q9Z805,ISPF_CHLPN,reviewed,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (MECDP-synthase) (MECPP-synthase) (MECPS) (EC 4.6.1.12)",Chlamydia pneumoniae (Chlamydophila pneumoniae),176,83558
Q9Z6Y8,IPYR_CHLPN,reviewed,Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase),Chlamydia pneumoniae (Chlamydophila pneumoniae),215,83558
Q46222,KDTA_CHLPN,reviewed,3-deoxy-D-manno-octulosonic acid transferase (Kdo transferase) (EC 2.4.99.12) (EC 2.4.99.13) (EC 2.4.99.14) (Kdo(2)-lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase) (Kdo-lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase) (Lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase) (Trifunctional Kdo transferase),Chlamydia pneumoniae (Chlamydophila pneumoniae),437,83558
Q9Z7T5,NDK_CHLPN,reviewed,Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase),Chlamydia pneumoniae (Chlamydophila pneumoniae),144,83558
Q9Z6V6,PTH_CHLPN,reviewed,Peptidyl-tRNA hydrolase (PTH) (EC 3.1.1.29),Chlamydia pneumoniae (Chlamydophila pneumoniae),180,83558
Q9Z7E5,PQQCL_CHLPN,reviewed,PqqC-like protein (Chlamydia protein associating with death domains) (CADD),Chlamydia pneumoniae (Chlamydophila pneumoniae),224,83558
Q9Z767,PSD_CHLPN,reviewed,Phosphatidylserine decarboxylase proenzyme (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase alpha chain; Phosphatidylserine decarboxylase beta chain],Chlamydia pneumoniae (Chlamydophila pneumoniae),301,83558
Q9Z9E3,PT1_CHLPN,reviewed,"Phosphoenolpyruvate-protein phosphotransferase (EC 2.7.3.9) (Phosphotransferase system, enzyme I)",Chlamydia pneumoniae (Chlamydophila pneumoniae),571,83558
Q9Z7U6,PYRE_CHLPN,reviewed,Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10),Chlamydia pneumoniae (Chlamydophila pneumoniae),210,83558
Q9Z9E4,PTHP_CHLPN,reviewed,Phosphocarrier protein HPr (EC 2.7.11.-) (Histidine-containing protein),Chlamydia pneumoniae (Chlamydophila pneumoniae),108,83558
Q9Z7R0,RL2_CHLPN,reviewed,50S ribosomal protein L2,Chlamydia pneumoniae (Chlamydophila pneumoniae),284,83558
Q9Z8T4,RL33_CHLPN,reviewed,50S ribosomal protein L33,Chlamydia pneumoniae (Chlamydophila pneumoniae),52,83558
Q9Z6X1,RL34_CHLPN,reviewed,50S ribosomal protein L34,Chlamydia pneumoniae (Chlamydophila pneumoniae),45,83558
Q9Z6R8,RL35_CHLPN,reviewed,50S ribosomal protein L35,Chlamydia pneumoniae (Chlamydophila pneumoniae),64,83558
Q9Z6V3,RL9_CHLPN,reviewed,50S ribosomal protein L9,Chlamydia pneumoniae (Chlamydophila pneumoniae),169,83558
Q9Z962,RNH2_CHLPN,reviewed,Ribonuclease HII (RNase HII) (EC 3.1.26.4),Chlamydia pneumoniae (Chlamydophila pneumoniae),214,83558
Q9Z969,RL31B_CHLPN,reviewed,50S ribosomal protein L31 type B,Chlamydia pneumoniae (Chlamydophila pneumoniae),109,83558
Q9Z7Q8,RL4_CHLPN,reviewed,50S ribosomal protein L4,Chlamydia pneumoniae (Chlamydophila pneumoniae),224,83558
Q9Z7S1,RL6_CHLPN,reviewed,50S ribosomal protein L6,Chlamydia pneumoniae (Chlamydophila pneumoniae),183,83558
Q9Z9A1,RL7_CHLPN,reviewed,50S ribosomal protein L7/L12,Chlamydia pneumoniae (Chlamydophila pneumoniae),129,83558
Q9Z7Q7,RL3_CHLPN,reviewed,50S ribosomal protein L3,Chlamydia pneumoniae (Chlamydophila pneumoniae),219,83558
Q9Z9F6,RNZ_CHLPN,reviewed,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),Chlamydia pneumoniae (Chlamydophila pneumoniae),307,83558
Q9Z9C7,RNC_CHLPN,reviewed,Ribonuclease 3 (EC 3.1.26.3) (Ribonuclease III) (RNase III),Chlamydia pneumoniae (Chlamydophila pneumoniae),237,83558
Q9Z6X2,RNPA_CHLPN,reviewed,Ribonuclease P protein component (RNase P protein) (RNaseP protein) (EC 3.1.26.5) (Protein C5),Chlamydia pneumoniae (Chlamydophila pneumoniae),139,83558
