Entry,Entry name,Status,Protein names,Organism,Length,Organism ID
P59698,CH602_CHLCV,reviewed,60 kDa chaperonin 2 (GroEL protein 2) (Protein Cpn60 2),Chlamydophila caviae (strain GPIC),536,227941
Q824C7,CLPP1_CHLCV,reviewed,ATP-dependent Clp protease proteolytic subunit 1 (EC 3.4.21.92) (Endopeptidase Clp 1),Chlamydophila caviae (strain GPIC),191,227941
Q821M0,CLPP2_CHLCV,reviewed,ATP-dependent Clp protease proteolytic subunit 2 (EC 3.4.21.92) (Endopeptidase Clp 2),Chlamydophila caviae (strain GPIC),203,227941
Q824L6,COAE_CHLCV,reviewed,Dephospho-CoA kinase (EC 2.7.1.24) (Dephosphocoenzyme A kinase),Chlamydophila caviae (strain GPIC),202,227941
Q822Q4,CLPB_CHLCV,reviewed,Chaperone protein ClpB,Chlamydophila caviae (strain GPIC),864,227941
Q821L9,CLPX_CHLCV,reviewed,ATP-dependent Clp protease ATP-binding subunit ClpX,Chlamydophila caviae (strain GPIC),421,227941
Q822H0,DAPA_CHLCV,reviewed,4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7),Chlamydophila caviae (strain GPIC),289,227941
Q823K6,DCD_CHLCV,reviewed,dCTP deaminase (EC 3.5.4.13) (Deoxycytidine triphosphate deaminase),Chlamydophila caviae (strain GPIC),190,227941
Q824A4,DAPAT_CHLCV,reviewed,LL-diaminopimelate aminotransferase (DAP-AT) (DAP-aminotransferase) (LL-DAP-aminotransferase) (EC 2.6.1.83),Chlamydophila caviae (strain GPIC),395,227941
Q822G7,DAPB_CHLCV,reviewed,4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8),Chlamydophila caviae (strain GPIC),246,227941
Q821R0,DCUP_CHLCV,reviewed,Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37),Chlamydophila caviae (strain GPIC),333,227941
Q823U4,DEF_CHLCV,reviewed,Peptide deformylase (PDF) (EC 3.5.1.88) (Polypeptide deformylase),Chlamydophila caviae (strain GPIC),186,227941
Q821L7,DER_CHLCV,reviewed,GTPase Der (GTP-binding protein EngA),Chlamydophila caviae (strain GPIC),474,227941
Q823E6,DNAA2_CHLCV,reviewed,Chromosomal replication initiator protein DnaA 2,Chlamydophila caviae (strain GPIC),460,227941
Q823T2,DNAJ_CHLCV,reviewed,Chaperone protein DnaJ,Chlamydophila caviae (strain GPIC),392,227941
Q823P0,DNAA1_CHLCV,reviewed,Chromosomal replication initiator protein DnaA 1,Chlamydophila caviae (strain GPIC),450,227941
Q822R2,DNLJ_CHLCV,reviewed,DNA ligase (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)]),Chlamydophila caviae (strain GPIC),662,227941
Q824B2,DNAK_CHLCV,reviewed,Chaperone protein DnaK (HSP70) (Heat shock 70 kDa protein) (Heat shock protein 70),Chlamydophila caviae (strain GPIC),664,227941
Q823V1,DXS_CHLCV,reviewed,1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7) (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS),Chlamydophila caviae (strain GPIC),644,227941
Q822X6,EFP1_CHLCV,reviewed,Elongation factor P 1 (EF-P 1),Chlamydophila caviae (strain GPIC),185,227941
Q823Q9,DUT_CHLCV,reviewed,Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase),Chlamydophila caviae (strain GPIC),147,227941
Q824U4,EFTS_CHLCV,reviewed,Elongation factor Ts (EF-Ts),Chlamydophila caviae (strain GPIC),282,227941
Q823G9,DXR_CHLCV,reviewed,1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase),Chlamydophila caviae (strain GPIC),379,227941
Q821R5,EFP2_CHLCV,reviewed,Elongation factor P 2 (EF-P 2),Chlamydophila caviae (strain GPIC),190,227941
Q822I4,EFTU_CHLCV,reviewed,Elongation factor Tu (EF-Tu),Chlamydophila caviae (strain GPIC),394,227941
Q824G0,EFG_CHLCV,reviewed,Elongation factor G (EF-G),Chlamydophila caviae (strain GPIC),694,227941
Q824B1,GRPE_CHLCV,reviewed,Protein GrpE (HSP-70 cofactor),Chlamydophila caviae (strain GPIC),187,227941
Q821N6,GPMA_CHLCV,reviewed,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.11)",Chlamydophila caviae (strain GPIC),227,227941
Q822Q0,GSA_CHLCV,reviewed,"Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)",Chlamydophila caviae (strain GPIC),437,227941
Q822V6,GUAA_CHLCV,reviewed,GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (Glutamine amidotransferase),Chlamydophila caviae (strain GPIC),512,227941
Q824K8,HEMH_CHLCV,reviewed,Ferrochelatase (EC 4.99.1.1) (Heme synthase) (Protoheme ferro-lyase),Chlamydophila caviae (strain GPIC),318,227941
Q821M8,GPDA_CHLCV,reviewed,Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)H-dependent glycerol-3-phosphate dehydrogenase),Chlamydophila caviae (strain GPIC),334,227941
Q824W1,HEM1_CHLCV,reviewed,Glutamyl-tRNA reductase (GluTR) (EC 1.2.1.70),Chlamydophila caviae (strain GPIC),338,227941
Q821H7,ENO_CHLCV,reviewed,Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase),Chlamydophila caviae (strain GPIC),424,227941
Q824X6,END4_CHLCV,reviewed,Probable endonuclease 4 (EC 3.1.21.2) (Endodeoxyribonuclease IV) (Endonuclease IV),Chlamydophila caviae (strain GPIC),289,227941
Q823U9,EX7S_CHLCV,reviewed,Exodeoxyribonuclease 7 small subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII small subunit) (Exonuclease VII small subunit),Chlamydophila caviae (strain GPIC),75,227941
P94661,EUO_CHLCV,reviewed,Early upstream open reading frame (EUO),Chlamydophila caviae (strain GPIC),181,227941
Q823U8,EX7L_CHLCV,reviewed,Exodeoxyribonuclease 7 large subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII large subunit) (Exonuclease VII large subunit),Chlamydophila caviae (strain GPIC),555,227941
Q820E6,FABH_CHLCV,reviewed,3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III),Chlamydophila caviae (strain GPIC),335,227941
Q824Q3,FMT_CHLCV,reviewed,Methionyl-tRNA formyltransferase (EC 2.1.2.9),Chlamydophila caviae (strain GPIC),321,227941
Q823G2,FOLD_CHLCV,reviewed,Bifunctional protein FolD [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)],Chlamydophila caviae (strain GPIC),287,227941
Q820F1,FABZ_CHLCV,reviewed,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ (EC 4.2.1.59) ((3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase) ((3R)-hydroxymyristoyl-ACP dehydrase) (Beta-hydroxyacyl-ACP dehydratase),Chlamydophila caviae (strain GPIC),154,227941
Q821E2,FOLKP_CHLCV,reviewed,"Folate synthesis bifunctional protein [Includes: 6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase (HPPK) (EC 2.7.6.3) (2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase) (7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase) (PPPK); Dihydropteroate synthase (DHPS) (EC 2.5.1.15) (Dihydropteroate pyrophosphorylase)]",Chlamydophila caviae (strain GPIC),447,227941
Q822D5,FUMC_CHLCV,reviewed,Fumarate hydratase class II (Fumarase C) (EC 4.2.1.2) (Aerobic fumarase) (Iron-independent fumarase),Chlamydophila caviae (strain GPIC),460,227941
Q822E7,G6PI_CHLCV,reviewed,Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI),Chlamydophila caviae (strain GPIC),527,227941
Q821Z6,GLMM_CHLCV,reviewed,Phosphoglucosamine mutase (EC 5.4.2.10),Chlamydophila caviae (strain GPIC),458,227941
Q823Y5,GLGB_CHLCV,reviewed,"1,4-alpha-glucan branching enzyme GlgB (EC 2.4.1.18) (1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase) (Alpha-(1->4)-glucan branching enzyme) (Glycogen branching enzyme) (BE)",Chlamydophila caviae (strain GPIC),719,227941
Q824C8,GLYA_CHLCV,reviewed,Serine hydroxymethyltransferase (SHMT) (Serine methylase) (EC 2.1.2.1),Chlamydophila caviae (strain GPIC),497,227941
Q821Z7,GLMS_CHLCV,reviewed,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase),Chlamydophila caviae (strain GPIC),609,227941
Q823W6,GATB_CHLCV,reviewed,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (Asp/Glu-ADT subunit B) (EC 6.3.5.-),Chlamydophila caviae (strain GPIC),487,227941
Q821W4,GLGA_CHLCV,reviewed,Glycogen synthase (EC 2.4.1.21) (Starch [bacterial glycogen] synthase),Chlamydophila caviae (strain GPIC),475,227941
Q824B0,HRCA_CHLCV,reviewed,Heat-inducible transcription repressor HrcA,Chlamydophila caviae (strain GPIC),386,227941
Q822B2,IF3_CHLCV,reviewed,Translation initiation factor IF-3,Chlamydophila caviae (strain GPIC),186,227941
Q822I3,IF1_CHLCV,reviewed,Translation initiation factor IF-1,Chlamydophila caviae (strain GPIC),73,227941
Q823F2,IF2_CHLCV,reviewed,Translation initiation factor IF-2,Chlamydophila caviae (strain GPIC),887,227941
Q823I7,ISPG_CHLCV,reviewed,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) (EC 1.17.7.3) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase),Chlamydophila caviae (strain GPIC),606,227941
Q822D9,ISPH_CHLCV,reviewed,4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.7.4),Chlamydophila caviae (strain GPIC),309,227941
Q821V6,MUTS_CHLCV,reviewed,DNA mismatch repair protein MutS,Chlamydophila caviae (strain GPIC),826,227941
Q823N2,MURE_CHLCV,reviewed,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13) (Meso-A2pm-adding enzyme) (Meso-diaminopimelate-adding enzyme) (UDP-MurNAc-L-Ala-D-Glu:meso-diaminopimelate ligase) (UDP-MurNAc-tripeptide synthetase) (UDP-N-acetylmuramyl-tripeptide synthetase)",Chlamydophila caviae (strain GPIC),483,227941
Q824M4,NDK_CHLCV,reviewed,Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase),Chlamydophila caviae (strain GPIC),141,227941
Q824Y6,NQRA_CHLCV,reviewed,Na(+)-translocating NADH-quinone reductase subunit A (Na(+)-NQR subunit A) (Na(+)-translocating NQR subunit A) (EC 1.6.5.8) (NQR complex subunit A) (NQR-1 subunit A),Chlamydophila caviae (strain GPIC),470,227941
Q821L3,PSD_CHLCV,reviewed,Phosphatidylserine decarboxylase proenzyme (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase alpha chain; Phosphatidylserine decarboxylase beta chain],Chlamydophila caviae (strain GPIC),299,227941
Q824U5,PYRH_CHLCV,reviewed,Uridylate kinase (UK) (EC 2.7.4.22) (Uridine monophosphate kinase) (UMP kinase) (UMPK),Chlamydophila caviae (strain GPIC),240,227941
Q824L3,PYRE_CHLCV,reviewed,Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10),Chlamydophila caviae (strain GPIC),206,227941
Q821W6,PTH_CHLCV,reviewed,Peptidyl-tRNA hydrolase (PTH) (EC 3.1.1.29),Chlamydophila caviae (strain GPIC),183,227941
Q822B3,RL35_CHLCV,reviewed,50S ribosomal protein L35,Chlamydophila caviae (strain GPIC),64,227941
Q822M1,RL31B_CHLCV,reviewed,50S ribosomal protein L31 type B,Chlamydophila caviae (strain GPIC),108,227941
Q822J0,RL7_CHLCV,reviewed,50S ribosomal protein L7/L12,Chlamydophila caviae (strain GPIC),130,227941
Q821W9,RL9_CHLCV,reviewed,50S ribosomal protein L9,Chlamydophila caviae (strain GPIC),172,227941
Q823T8,RNZ_CHLCV,reviewed,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),Chlamydophila caviae (strain GPIC),306,227941
Q821V1,RL36_CHLCV,reviewed,50S ribosomal protein L36,Chlamydophila caviae (strain GPIC),45,227941
Q824Q0,RL4_CHLCV,reviewed,50S ribosomal protein L4,Chlamydophila caviae (strain GPIC),224,227941
Q824N9,RL5_CHLCV,reviewed,50S ribosomal protein L5,Chlamydophila caviae (strain GPIC),180,227941
Q824N7,RL6_CHLCV,reviewed,50S ribosomal protein L6,Chlamydophila caviae (strain GPIC),183,227941
Q822J1,RPOB_CHLCV,reviewed,DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta),Chlamydophila caviae (strain GPIC),1252,227941
Q821V0,RNPA_CHLCV,reviewed,Ribonuclease P protein component (RNase P protein) (RNaseP protein) (EC 3.1.26.5) (Protein C5),Chlamydophila caviae (strain GPIC),139,227941
Q823R4,RNC_CHLCV,reviewed,Ribonuclease 3 (EC 3.1.26.3) (Ribonuclease III) (RNase III),Chlamydophila caviae (strain GPIC),237,227941
Q824N1,RPOA_CHLCV,reviewed,DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha),Chlamydophila caviae (strain GPIC),376,227941
Q822J2,RPOC_CHLCV,reviewed,DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta'),Chlamydophila caviae (strain GPIC),1393,227941
Q822M7,RNH2_CHLCV,reviewed,Ribonuclease HII (RNase HII) (EC 3.1.26.4),Chlamydophila caviae (strain GPIC),212,227941
Q823W2,RNH3_CHLCV,reviewed,Ribonuclease HIII (RNase HIII) (EC 3.1.26.4),Chlamydophila caviae (strain GPIC),300,227941
Q822P7,RPIA_CHLCV,reviewed,Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI),Chlamydophila caviae (strain GPIC),233,227941
Q824G2,RS12_CHLCV,reviewed,30S ribosomal protein S12,Chlamydophila caviae (strain GPIC),123,227941
Q824U6,RRF_CHLCV,reviewed,Ribosome-recycling factor (RRF) (Ribosome-releasing factor),Chlamydophila caviae (strain GPIC),180,227941
Q824F9,RS10_CHLCV,reviewed,30S ribosomal protein S10,Chlamydophila caviae (strain GPIC),105,227941
Q821W8,RS18_CHLCV,reviewed,30S ribosomal protein S18,Chlamydophila caviae (strain GPIC),82,227941
Q824P7,RS19_CHLCV,reviewed,30S ribosomal protein S19,Chlamydophila caviae (strain GPIC),88,227941
P59752,RS13_CHLCV,reviewed,30S ribosomal protein S13,Chlamydophila caviae (strain GPIC),122,227941
Q821D9,RS20_CHLCV,reviewed,30S ribosomal protein S20,Chlamydophila caviae (strain GPIC),98,227941
Q824U3,RS2_CHLCV,reviewed,30S ribosomal protein S2,Chlamydophila caviae (strain GPIC),276,227941
Q824N8,RS8_CHLCV,reviewed,30S ribosomal protein S8,Chlamydophila caviae (strain GPIC),133,227941
Q821W7,RS6_CHLCV,reviewed,30S ribosomal protein S6,Chlamydophila caviae (strain GPIC),112,227941
Q823N6,RSMH_CHLCV,reviewed,Ribosomal RNA small subunit methyltransferase H (EC 2.1.1.199) (16S rRNA m(4)C1402 methyltransferase) (rRNA (cytosine-N(4)-)-methyltransferase RsmH),Chlamydophila caviae (strain GPIC),297,227941
Q824G1,RS7_CHLCV,reviewed,30S ribosomal protein S7,Chlamydophila caviae (strain GPIC),157,227941
Q824M6,RUVC_CHLCV,reviewed,Crossover junction endodeoxyribonuclease RuvC (EC 3.1.22.4) (Holliday junction nuclease RuvC) (Holliday junction resolvase RuvC),Chlamydophila caviae (strain GPIC),168,227941
Q822Z3,RS9_CHLCV,reviewed,30S ribosomal protein S9,Chlamydophila caviae (strain GPIC),134,227941
Q823K4,RUVB_CHLCV,reviewed,Holliday junction ATP-dependent DNA helicase RuvB (EC 3.6.4.12),Chlamydophila caviae (strain GPIC),337,227941
Q824M5,RUVA_CHLCV,reviewed,Holliday junction ATP-dependent DNA helicase RuvA (EC 3.6.4.12),Chlamydophila caviae (strain GPIC),207,227941
Q821L5,SECA_CHLCV,reviewed,Protein translocase subunit SecA,Chlamydophila caviae (strain GPIC),970,227941
P94665,SRP_CHLCV,reviewed,Sulfur-rich protein,Chlamydophila caviae (strain GPIC),160,227941
P59690,SYE_CHLCV,reviewed,Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS),Chlamydophila caviae (strain GPIC),505,227941
Q822A1,SUCC_CHLCV,reviewed,Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta),Chlamydophila caviae (strain GPIC),388,227941
Q823A7,SURE2_CHLCV,reviewed,5'-nucleotidase SurE 2 (EC 3.1.3.5) (Nucleoside 5'-monophosphate phosphohydrolase 2),Chlamydophila caviae (strain GPIC),283,227941
Q824E8,THIM_CHLCV,reviewed,Hydroxyethylthiazole kinase (EC 2.7.1.50) (4-methyl-5-beta-hydroxyethylthiazole kinase) (TH kinase) (Thz kinase),Chlamydophila caviae (strain GPIC),262,227941
P52227,THIO_CHLCV,reviewed,Thioredoxin (Trx),Chlamydophila caviae (strain GPIC),102,227941
Q821G5,TOLB_CHLCV,reviewed,Protein TolB,Chlamydophila caviae (strain GPIC),427,227941
Q822W7,TRPR_CHLCV,reviewed,Trp operon repressor homolog,Chlamydophila caviae (strain GPIC),101,227941
Q823U7,TPIS_CHLCV,reviewed,Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase),Chlamydophila caviae (strain GPIC),254,227941
Q822Y4,TSAD_CHLCV,reviewed,tRNA N6-adenosine threonylcarbamoyltransferase (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaD) (tRNA threonylcarbamoyladenosine biosynthesis protein TsaD),Chlamydophila caviae (strain GPIC),344,227941
P59718,TRMB_CHLCV,reviewed,tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase),Chlamydophila caviae (strain GPIC),224,227941
Q822W9,TRPB1_CHLCV,reviewed,Tryptophan synthase beta chain 1 (EC 4.2.1.20),Chlamydophila caviae (strain GPIC),412,227941
Q820E4,TRMD_CHLCV,reviewed,tRNA (guanine-N(1)-)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase),Chlamydophila caviae (strain GPIC),355,227941
Q822W6,TRPD_CHLCV,reviewed,Anthranilate phosphoribosyltransferase (EC 2.4.2.18),Chlamydophila caviae (strain GPIC),343,227941
Q822W4,TRPF_CHLCV,reviewed,N-(5'-phosphoribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24),Chlamydophila caviae (strain GPIC),206,227941
Q822W3,TRPB2_CHLCV,reviewed,Tryptophan synthase beta chain 2 (EC 4.2.1.20),Chlamydophila caviae (strain GPIC),391,227941
Q822W2,TRPA_CHLCV,reviewed,Tryptophan synthase alpha chain (EC 4.2.1.20),Chlamydophila caviae (strain GPIC),257,227941
Q821F7,UNG_CHLCV,reviewed,Uracil-DNA glycosylase (UDG) (EC 3.2.2.27),Chlamydophila caviae (strain GPIC),229,227941
Q822K0,VATD_CHLCV,reviewed,V-type ATP synthase subunit D (V-ATPase subunit D),Chlamydophila caviae (strain GPIC),208,227941
Q822J9,VATB_CHLCV,reviewed,V-type ATP synthase beta chain (V-ATPase subunit B),Chlamydophila caviae (strain GPIC),438,227941
Q823T9,XERC_CHLCV,reviewed,Tyrosine recombinase XerC,Chlamydophila caviae (strain GPIC),312,227941
P59707,Y1002_CHLCV,reviewed,UPF0242 protein CCA_01002,Chlamydophila caviae (strain GPIC),401,227941
Q824X8,Y010_CHLCV,reviewed,UPF0176 protein CCA_00010,Chlamydophila caviae (strain GPIC),331,227941
Q824W6,Y022_CHLCV,reviewed,UPF0109 protein CCA_00022,Chlamydophila caviae (strain GPIC),78,227941
Q824A6,Y247_CHLCV,reviewed,UPF0235 protein CCA_00247,Chlamydophila caviae (strain GPIC),92,227941
Q824H7,Y169_CHLCV,reviewed,Probable transcriptional regulatory protein CCA_00169,Chlamydophila caviae (strain GPIC),238,227941
Q823S6,Y330_CHLCV,reviewed,Nucleoid-associated protein CCA_00330,Chlamydophila caviae (strain GPIC),96,227941
Q822P9,Y630_CHLCV,reviewed,UPF0301 protein CCA_00630,Chlamydophila caviae (strain GPIC),189,227941
O34023,Y454_CHLCV,reviewed,Uncharacterized protein CCA_00454 (ORFF),Chlamydophila caviae (strain GPIC),581,227941
Q823U1,Y314_CHLCV,reviewed,Maf-like protein CCA_00314,Chlamydophila caviae (strain GPIC),196,227941
Q824B8,YBEY_CHLCV,reviewed,Endoribonuclease YbeY (EC 3.1.-.-),Chlamydophila caviae (strain GPIC),158,227941
Q821Q5,Y883_CHLCV,reviewed,Uncharacterized RNA methyltransferase CCA_00883 (EC 2.1.1.-),Chlamydophila caviae (strain GPIC),401,227941
Q822T1,YQGF_CHLCV,reviewed,Putative pre-16S rRNA nuclease (EC 3.1.-.-),Chlamydophila caviae (strain GPIC),163,227941
Q821F9,IXTPA_CHLCV,reviewed,dITP/XTP pyrophosphatase (EC 3.6.1.66) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase),Chlamydophila caviae (strain GPIC),206,227941
Q822Z1,KAD_CHLCV,reviewed,Adenylate kinase (AK) (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase),Chlamydophila caviae (strain GPIC),214,227941
Q821T4,IPYR_CHLCV,reviewed,Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase),Chlamydophila caviae (strain GPIC),216,227941
Q824I4,ISPD_CHLCV,reviewed,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT),Chlamydophila caviae (strain GPIC),212,227941
Q821X0,ISPE_CHLCV,reviewed,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (CMK) (EC 2.7.1.148) (4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase),Chlamydophila caviae (strain GPIC),291,227941
Q824F7,ISPF_CHLCV,reviewed,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (MECDP-synthase) (MECPP-synthase) (MECPS) (EC 4.6.1.12)",Chlamydophila caviae (strain GPIC),176,227941
Q824W7,KDSA_CHLCV,reviewed,2-dehydro-3-deoxyphosphooctonate aldolase (EC 2.5.1.55) (3-deoxy-D-manno-octulosonic acid 8-phosphate synthase) (KDO-8-phosphate synthase) (KDO 8-P synthase) (KDOPS) (Phospho-2-dehydro-3-deoxyoctonate aldolase),Chlamydophila caviae (strain GPIC),269,227941
Q824H2,KCY_CHLCV,reviewed,Cytidylate kinase (CK) (EC 2.7.4.25) (Cytidine monophosphate kinase) (CMP kinase),Chlamydophila caviae (strain GPIC),216,227941
Q823B7,KTHY_CHLCV,reviewed,Thymidylate kinase (EC 2.7.4.9) (dTMP kinase),Chlamydophila caviae (strain GPIC),207,227941
Q822T3,KDSB_CHLCV,reviewed,3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38) (CMP-2-keto-3-deoxyoctulosonic acid synthase) (CKS) (CMP-KDO synthase),Chlamydophila caviae (strain GPIC),254,227941
