Entry,Entry name,Status,Protein names,Organism,Length,Organism ID
H1GEK5,H1GEK5_LISIO,unreviewed,Phosphoglucomutase,Listeria innocua ATCC 33091,576,1002366
H1G9C9,H1G9C9_LISIO,unreviewed,Putative fructose-like phosphotransferase enzyme IIB component 2,Listeria innocua ATCC 33091,103,1002366
H1GDI8,H1GDI8_LISIO,unreviewed,Hydroxymethylglutaryl-CoA synthase,Listeria innocua ATCC 33091,388,1002366
H1GEP5,H1GEP5_LISIO,unreviewed,tRNA (guanine-N(1)-)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase),Listeria innocua ATCC 33091,245,1002366
H1GFV3,H1GFV3_LISIO,unreviewed,Ribulose-phosphate 3-epimerase (EC 5.1.3.1),Listeria innocua ATCC 33091,214,1002366
H1G906,H1G906_LISIO,unreviewed,Major cold shock protein CspA,Listeria innocua ATCC 33091,66,1002366
H1G9L3,H1G9L3_LISIO,unreviewed,Foldase protein PrsA (EC 5.2.1.8),Listeria innocua ATCC 33091,291,1002366
H1G9J1,H1G9J1_LISIO,unreviewed,Uncharacterized protein,Listeria innocua ATCC 33091,113,1002366
H1GFH7,H1GFH7_LISIO,unreviewed,DNA-binding helix-turn-helix protein,Listeria innocua ATCC 33091,240,1002366
H1G8V9,H1G8V9_LISIO,unreviewed,"ABC transporter, ATP-binding protein",Listeria innocua ATCC 33091,295,1002366
H1G8J3,H1G8J3_LISIO,unreviewed,Manganese ABC transporter substrate-binding lipoprotein,Listeria innocua ATCC 33091,310,1002366
H1G8E0,H1G8E0_LISIO,unreviewed,Transposase,Listeria innocua ATCC 33091,971,1002366
H1GAW4,H1GAW4_LISIO,unreviewed,Uncharacterized protein,Listeria innocua ATCC 33091,122,1002366
H1GDG2,H1GDG2_LISIO,unreviewed,"Oxidoreductase, short chain dehydrogenase/reductase family protein",Listeria innocua ATCC 33091,243,1002366
H1G7Y6,H1G7Y6_LISIO,unreviewed,Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI),Listeria innocua ATCC 33091,450,1002366
H1G8I6,H1G8I6_LISIO,unreviewed,Aspartate carbamoyltransferase (EC 2.1.3.2) (Aspartate transcarbamylase) (ATCase),Listeria innocua ATCC 33091,303,1002366
H1GA14,H1GA14_LISIO,unreviewed,Glucosamine-6-phosphate deaminase (EC 3.5.99.6),Listeria innocua ATCC 33091,243,1002366
H1GEV3,H1GEV3_LISIO,unreviewed,"Glycosyl hydrolase, family 31",Listeria innocua ATCC 33091,763,1002366
H1GBB2,H1GBB2_LISIO,unreviewed,GroES-like protein,Listeria innocua ATCC 33091,313,1002366
H1GCI8,H1GCI8_LISIO,unreviewed,Putative magnesium and cobalt transport protein CorA,Listeria innocua ATCC 33091,314,1002366
H1GCP6,H1GCP6_LISIO,unreviewed,"ABC transporter, ATP-binding protein",Listeria innocua ATCC 33091,571,1002366
H1G9W0,H1G9W0_LISIO,unreviewed,DnaD domain protein,Listeria innocua ATCC 33091,307,1002366
H1GAB0,H1GAB0_LISIO,unreviewed,"PTS system, Lactose/Cellobiose specific IIA subunit",Listeria innocua ATCC 33091,113,1002366
H1GBW8,H1GBW8_LISIO,unreviewed,Na/Pi-cotransporter II-like protein,Listeria innocua ATCC 33091,544,1002366
H1GAT8,H1GAT8_LISIO,unreviewed,Transcriptional regulator,Listeria innocua ATCC 33091,155,1002366
H1GBB9,H1GBB9_LISIO,unreviewed,Uncharacterized protein,Listeria innocua ATCC 33091,130,1002366
H1G905,H1G905_LISIO,unreviewed,Glycosyl hydrolase family 38 protein,Listeria innocua ATCC 33091,1032,1002366
H1GCK7,H1GCK7_LISIO,unreviewed,Ribitol-5-phosphate cytidylyltransferase (EC 2.7.7.40),Listeria innocua ATCC 33091,237,1002366
H1G8X6,H1G8X6_LISIO,unreviewed,2-isopropylmalate synthase (EC 2.3.3.13) (Alpha-IPM synthase) (Alpha-isopropylmalate synthase),Listeria innocua ATCC 33091,512,1002366
H1GB64,H1GB64_LISIO,unreviewed,Histidinol dehydrogenase (HDH) (EC 1.1.1.23),Listeria innocua ATCC 33091,427,1002366
H1GDL3,H1GDL3_LISIO,unreviewed,Superoxide dismutase (EC 1.15.1.1),Listeria innocua ATCC 33091,202,1002366
H1GCZ1,H1GCZ1_LISIO,unreviewed,Uracil-DNA glycosylase (UDG) (EC 3.2.2.27),Listeria innocua ATCC 33091,236,1002366
H1GDX9,H1GDX9_LISIO,unreviewed,Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS),Listeria innocua ATCC 33091,640,1002366
H1G8F1,H1G8F1_LISIO,unreviewed,Signal recognition particle receptor FtsY (SRP receptor),Listeria innocua ATCC 33091,328,1002366
H1GCD9,H1GCD9_LISIO,unreviewed,"Phosphogluconate dehydrogenase, NAD binding domain protein",Listeria innocua ATCC 33091,286,1002366
H1G9D9,H1G9D9_LISIO,unreviewed,Uncharacterized protein,Listeria innocua ATCC 33091,335,1002366
H1GDK6,H1GDK6_LISIO,unreviewed,Uncharacterized protein,Listeria innocua ATCC 33091,216,1002366
H1GBB8,H1GBB8_LISIO,unreviewed,Uncharacterized protein,Listeria innocua ATCC 33091,151,1002366
H1GC75,H1GC75_LISIO,unreviewed,Uncharacterized protein,Listeria innocua ATCC 33091,601,1002366
H1GF08,H1GF08_LISIO,unreviewed,AraC-like ligand binding domain protein,Listeria innocua ATCC 33091,277,1002366
H1GBZ3,H1GBZ3_LISIO,unreviewed,"Hydrolase, alpha/beta domain protein",Listeria innocua ATCC 33091,237,1002366
H1G8M2,H1G8M2_LISIO,unreviewed,Formate--tetrahydrofolate ligase (EC 6.3.4.3) (Formyltetrahydrofolate synthetase) (FHS) (FTHFS),Listeria innocua ATCC 33091,560,1002366
H1G7S4,H1G7S4_LISIO,unreviewed,Methyltransferase domain protein,Listeria innocua ATCC 33091,221,1002366
H1GD64,H1GD64_LISIO,unreviewed,Aluminum resistance protein,Listeria innocua ATCC 33091,408,1002366
H1GEQ2,H1GEQ2_LISIO,unreviewed,Putative HTH-type transcriptional activator HxlR,Listeria innocua ATCC 33091,120,1002366
H1GEZ8,H1GEZ8_LISIO,unreviewed,Inosine 5-monophosphate dehydrogenase,Listeria innocua ATCC 33091,502,1002366
H1GBD1,H1GBD1_LISIO,unreviewed,Methyltransferase domain protein,Listeria innocua ATCC 33091,212,1002366
H1G8W5,H1G8W5_LISIO,unreviewed,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),Listeria innocua ATCC 33091,306,1002366
H1GBH8,H1GBH8_LISIO,unreviewed,Flagellar biosynthesis protein FliP,Listeria innocua ATCC 33091,255,1002366
H1GDH1,H1GDH1_LISIO,unreviewed,DNA mismatch repair protein MutS,Listeria innocua ATCC 33091,860,1002366
H1G8A1,H1G8A1_LISIO,unreviewed,Uncharacterized protein,Listeria innocua ATCC 33091,305,1002366
H1G8F9,H1G8F9_LISIO,unreviewed,ATP-dependent DNA helicase RecG (EC 3.6.4.12),Listeria innocua ATCC 33091,682,1002366
H1GB71,H1GB71_LISIO,unreviewed,Putative 6-phospho-beta-glucosidase,Listeria innocua ATCC 33091,464,1002366
H1GBT6,H1GBT6_LISIO,unreviewed,Uncharacterized protein,Listeria innocua ATCC 33091,233,1002366
H1GBM1,H1GBM1_LISIO,unreviewed,Uncharacterized protein,Listeria innocua ATCC 33091,112,1002366
H1GCN8,H1GCN8_LISIO,unreviewed,Uncharacterized protein,Listeria innocua ATCC 33091,100,1002366
H1GDZ2,H1GDZ2_LISIO,unreviewed,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 6.4.1.2),Listeria innocua ATCC 33091,318,1002366
H1GED7,H1GED7_LISIO,unreviewed,Peptide chain release factor 1 (RF-1),Listeria innocua ATCC 33091,358,1002366
H1GFF4,H1GFF4_LISIO,unreviewed,Amidohydrolase,Listeria innocua ATCC 33091,396,1002366
H1G9G8,H1G9G8_LISIO,unreviewed,"Oxidoreductase, short chain dehydrogenase/reductase family protein",Listeria innocua ATCC 33091,259,1002366
H1G9X1,H1G9X1_LISIO,unreviewed,Uncharacterized protein,Listeria innocua ATCC 33091,93,1002366
H1GCP1,H1GCP1_LISIO,unreviewed,MepB protein,Listeria innocua ATCC 33091,151,1002366
H1G871,H1G871_LISIO,unreviewed,Uncharacterized protein,Listeria innocua ATCC 33091,215,1002366
H1GE77,H1GE77_LISIO,unreviewed,Uncharacterized protein,Listeria innocua ATCC 33091,162,1002366
H1GA05,H1GA05_LISIO,unreviewed,"Acetyltransferase, GNAT family",Listeria innocua ATCC 33091,178,1002366
H1GCQ6,H1GCQ6_LISIO,unreviewed,BMC domain protein,Listeria innocua ATCC 33091,184,1002366
H1GCU0,H1GCU0_LISIO,unreviewed,Ethanolamine ammonia-lyase light chain (EC 4.3.1.7) (Ethanolamine ammonia-lyase small subunit),Listeria innocua ATCC 33091,293,1002366
H1GG08,H1GG08_LISIO,unreviewed,Uncharacterized protein,Listeria innocua ATCC 33091,364,1002366
H1G977,H1G977_LISIO,unreviewed,"Hydrolase, alpha/beta domain protein",Listeria innocua ATCC 33091,347,1002366
H1G8U4,H1G8U4_LISIO,unreviewed,Pseudouridine synthase (EC 5.4.99.-),Listeria innocua ATCC 33091,244,1002366
H1GAL5,H1GAL5_LISIO,unreviewed,Uncharacterized protein,Listeria innocua ATCC 33091,130,1002366
H1GE78,H1GE78_LISIO,unreviewed,"ABC transporter, ATP-binding protein",Listeria innocua ATCC 33091,601,1002366
H1GDV0,H1GDV0_LISIO,unreviewed,Queuine tRNA-ribosyltransferase (EC 2.4.2.29) (Guanine insertion enzyme) (tRNA-guanine transglycosylase),Listeria innocua ATCC 33091,379,1002366
H1GBG2,H1GBG2_LISIO,unreviewed,Uncharacterized protein,Listeria innocua ATCC 33091,125,1002366
H1G7Q8,H1G7Q8_LISIO,unreviewed,Uncharacterized protein,Listeria innocua ATCC 33091,117,1002366
H1GE05,H1GE05_LISIO,unreviewed,Putative iron-sulfur flavoprotein,Listeria innocua ATCC 33091,253,1002366
H1GFD7,H1GFD7_LISIO,unreviewed,"AP endonuclease, family 2",Listeria innocua ATCC 33091,264,1002366
H1G9W6,H1G9W6_LISIO,unreviewed,Uncharacterized protein,Listeria innocua ATCC 33091,71,1002366
H1GEU3,H1GEU3_LISIO,unreviewed,Uncharacterized protein,Listeria innocua ATCC 33091,225,1002366
H1GEA7,H1GEA7_LISIO,unreviewed,"5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14) (Cobalamin-independent methionine synthase) (Methionine synthase, vitamin-B12 independent isozyme)",Listeria innocua ATCC 33091,765,1002366
H1G7Q7,H1G7Q7_LISIO,unreviewed,Uncharacterized protein,Listeria innocua ATCC 33091,68,1002366
H1G7Y5,H1G7Y5_LISIO,unreviewed,"Transcriptional regulator, DeoR family",Listeria innocua ATCC 33091,252,1002366
H1GFZ1,H1GFZ1_LISIO,unreviewed,50S ribosomal protein L24,Listeria innocua ATCC 33091,103,1002366
H1GAN7,H1GAN7_LISIO,unreviewed,"Transcriptional regulator, LysR family",Listeria innocua ATCC 33091,291,1002366
H1GCP4,H1GCP4_LISIO,unreviewed,"Transcriptional regulator, MerR family",Listeria innocua ATCC 33091,239,1002366
H1GE90,H1GE90_LISIO,unreviewed,Asparagine synthase,Listeria innocua ATCC 33091,621,1002366
H1GEM7,H1GEM7_LISIO,unreviewed,Carboxylesterase,Listeria innocua ATCC 33091,247,1002366
H1GFN0,H1GFN0_LISIO,unreviewed,Uncharacterized protein,Listeria innocua ATCC 33091,444,1002366
H1G8F6,H1G8F6_LISIO,unreviewed,Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39),Listeria innocua ATCC 33091,313,1002366
H1GCI0,H1GCI0_LISIO,unreviewed,"Pyruvate dehydrogenase E1 component, alpha subunit",Listeria innocua ATCC 33091,371,1002366
H1GFX7,H1GFX7_LISIO,unreviewed,"Prenyltransferase, UbiA family",Listeria innocua ATCC 33091,319,1002366
H1GCB9,H1GCB9_LISIO,unreviewed,Uncharacterized protein,Listeria innocua ATCC 33091,142,1002366
H1G8H6,H1G8H6_LISIO,unreviewed,TIGR00255 family protein,Listeria innocua ATCC 33091,291,1002366
H1GDB6,H1GDB6_LISIO,unreviewed,Aminomethyltransferase (EC 2.1.2.10) (Glycine cleavage system T protein),Listeria innocua ATCC 33091,369,1002366
H1GD09,H1GD09_LISIO,unreviewed,Phosphoglycerate mutase family protein,Listeria innocua ATCC 33091,199,1002366
H1G9H2,H1G9H2_LISIO,unreviewed,LPXTG-motif protein cell wall anchor domain protein,Listeria innocua ATCC 33091,1806,1002366
H1GDB9,H1GDB9_LISIO,unreviewed,Rhodanese-like protein,Listeria innocua ATCC 33091,126,1002366
H1GFX4,H1GFX4_LISIO,unreviewed,Pyridine nucleotide-disulfide oxidoreductase,Listeria innocua ATCC 33091,628,1002366
H1GAM8,H1GAM8_LISIO,unreviewed,"Transcriptional regulator, PadR family",Listeria innocua ATCC 33091,143,1002366
H1GDA7,H1GDA7_LISIO,unreviewed,Glucokinase,Listeria innocua ATCC 33091,322,1002366
H1GC74,H1GC74_LISIO,unreviewed,Uncharacterized protein,Listeria innocua ATCC 33091,320,1002366
H1GC96,H1GC96_LISIO,unreviewed,Protease HtpX homolog (EC 3.4.24.-),Listeria innocua ATCC 33091,304,1002366
H1GB15,H1GB15_LISIO,unreviewed,Uncharacterized protein,Listeria innocua ATCC 33091,122,1002366
H1GCG7,H1GCG7_LISIO,unreviewed,"ABC transporter, ATP-binding protein",Listeria innocua ATCC 33091,220,1002366
H1GDW6,H1GDW6_LISIO,unreviewed,Rod shape-determining protein MreD,Listeria innocua ATCC 33091,172,1002366
H1GAN8,H1GAN8_LISIO,unreviewed,Bacterial transferase hexapeptide repeat protein,Listeria innocua ATCC 33091,189,1002366
H1GC17,H1GC17_LISIO,unreviewed,Uncharacterized protein,Listeria innocua ATCC 33091,494,1002366
H1G912,H1G912_LISIO,unreviewed,"Aminotransferase, class V",Listeria innocua ATCC 33091,368,1002366
H1GFF5,H1GFF5_LISIO,unreviewed,"Transporter, major facilitator family protein",Listeria innocua ATCC 33091,401,1002366
H1GBC9,H1GBC9_LISIO,unreviewed,"HAD hydrolase, family IA, variant 1",Listeria innocua ATCC 33091,234,1002366
H1G7T4,H1G7T4_LISIO,unreviewed,"Oxidoreductase, NAD-binding domain protein",Listeria innocua ATCC 33091,327,1002366
H1GDX2,H1GDX2_LISIO,unreviewed,Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS),Listeria innocua ATCC 33091,882,1002366
H1GAL0,H1GAL0_LISIO,unreviewed,"PTS system, Lactose/Cellobiose specific IIB subunit",Listeria innocua ATCC 33091,644,1002366
H1GDX6,H1GDX6_LISIO,unreviewed,Porphobilinogen deaminase (PBG) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase),Listeria innocua ATCC 33091,309,1002366
H1G8Z2,H1G8Z2_LISIO,unreviewed,"Transcriptional regulator, GntR family",Listeria innocua ATCC 33091,233,1002366
H1GC80,H1GC80_LISIO,unreviewed,"Transporter, major facilitator family protein",Listeria innocua ATCC 33091,405,1002366
H1GB82,H1GB82_LISIO,unreviewed,Uncharacterized protein,Listeria innocua ATCC 33091,237,1002366
H1GAM0,H1GAM0_LISIO,unreviewed,Uncharacterized protein,Listeria innocua ATCC 33091,63,1002366
H1GCF6,H1GCF6_LISIO,unreviewed,Sensor histidine kinase (EC 2.7.13.3),Listeria innocua ATCC 33091,352,1002366
H1GCW7,H1GCW7_LISIO,unreviewed,Precorrin-2 C(20)-methyltransferase,Listeria innocua ATCC 33091,236,1002366
H1G8S3,H1G8S3_LISIO,unreviewed,Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase),Listeria innocua ATCC 33091,388,1002366
H1GFM9,H1GFM9_LISIO,unreviewed,NAD-dependent protein deacetylase (EC 3.5.1.-) (Regulatory protein SIR2 homolog),Listeria innocua ATCC 33091,229,1002366
H1GFG2,H1GFG2_LISIO,unreviewed,Uncharacterized protein,Listeria innocua ATCC 33091,128,1002366
H1G7R1,H1G7R1_LISIO,unreviewed,"Putative excinuclease ABC, A subunit",Listeria innocua ATCC 33091,768,1002366
H1GE28,H1GE28_LISIO,unreviewed,Uncharacterized protein,Listeria innocua ATCC 33091,174,1002366
H1GE45,H1GE45_LISIO,unreviewed,"Drug resistance MFS transporter, drug:H+ antiporter-2 family",Listeria innocua ATCC 33091,489,1002366
H1GFB6,H1GFB6_LISIO,unreviewed,Uncharacterized protein,Listeria innocua ATCC 33091,156,1002366
H1GC04,H1GC04_LISIO,unreviewed,Uncharacterized protein,Listeria innocua ATCC 33091,162,1002366
H1G7Z9,H1G7Z9_LISIO,unreviewed,Na(+)/H(+) antiporter subunit C,Listeria innocua ATCC 33091,115,1002366
H1G923,H1G923_LISIO,unreviewed,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase),Listeria innocua ATCC 33091,363,1002366
H1GFU7,H1GFU7_LISIO,unreviewed,"PTS system, galactitol-specific IIC component",Listeria innocua ATCC 33091,423,1002366
H1GEK0,H1GEK0_LISIO,unreviewed,Bacterial transferase hexapeptide repeat protein,Listeria innocua ATCC 33091,165,1002366
H1GF12,H1GF12_LISIO,unreviewed,Carbohydrate binding domain protein,Listeria innocua ATCC 33091,760,1002366
H1GA63,H1GA63_LISIO,unreviewed,Aryl-phospho-beta-D-glucosidase BglA,Listeria innocua ATCC 33091,486,1002366
H1GFZ5,H1GFZ5_LISIO,unreviewed,50S ribosomal protein L6,Listeria innocua ATCC 33091,178,1002366
H1GAX1,H1GAX1_LISIO,unreviewed,Nitroreductase family protein,Listeria innocua ATCC 33091,191,1002366
H1GAG1,H1GAG1_LISIO,unreviewed,Uncharacterized protein,Listeria innocua ATCC 33091,75,1002366
H1GFS7,H1GFS7_LISIO,unreviewed,"Cell cycle protein, FtsW/RodA/SpoVE family",Listeria innocua ATCC 33091,367,1002366
H1GAT1,H1GAT1_LISIO,unreviewed,Uncharacterized protein,Listeria innocua ATCC 33091,221,1002366
H1G9U1,H1G9U1_LISIO,unreviewed,"Phage terminase, large subunit, PBSX family",Listeria innocua ATCC 33091,443,1002366
H1GBI9,H1GBI9_LISIO,unreviewed,Uncharacterized protein,Listeria innocua ATCC 33091,166,1002366
H1GB33,H1GB33_LISIO,unreviewed,Putative N-carbamoyl-L-amino-acid hydrolase,Listeria innocua ATCC 33091,414,1002366
H1G8P7,H1G8P7_LISIO,unreviewed,3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11) (Ketopantoate hydroxymethyltransferase) (KPHMT),Listeria innocua ATCC 33091,277,1002366
H1GCQ3,H1GCQ3_LISIO,unreviewed,3-demethylubiquinone-9 3-methyltransferase domain protein,Listeria innocua ATCC 33091,135,1002366
H1G7S1,H1G7S1_LISIO,unreviewed,Aminopeptidase PepS,Listeria innocua ATCC 33091,410,1002366
H1GCH5,H1GCH5_LISIO,unreviewed,Molybdenum cofactor biosynthesis protein A,Listeria innocua ATCC 33091,303,1002366
H1GBD7,H1GBD7_LISIO,unreviewed,Arylsulfatase,Listeria innocua ATCC 33091,613,1002366
H1GCS1,H1GCS1_LISIO,unreviewed,BMC domain protein,Listeria innocua ATCC 33091,145,1002366
H1GFA3,H1GFA3_LISIO,unreviewed,Quinol oxidase subunit 2 (EC 1.10.3.-),Listeria innocua ATCC 33091,368,1002366
H1GAF6,H1GAF6_LISIO,unreviewed,"Oxidoreductase, NAD-binding domain protein",Listeria innocua ATCC 33091,338,1002366
H1GAN2,H1GAN2_LISIO,unreviewed,"Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2",Listeria innocua ATCC 33091,154,1002366
H1GBU1,H1GBU1_LISIO,unreviewed,Lysine-specific permease,Listeria innocua ATCC 33091,486,1002366
H1G7S8,H1G7S8_LISIO,unreviewed,"PTS system, Lactose/Cellobiose specific IIB subunit",Listeria innocua ATCC 33091,102,1002366
H1GD49,H1GD49_LISIO,unreviewed,"Acyl-CoA thioester hydrolase, YbgC/YbaW family",Listeria innocua ATCC 33091,139,1002366
H1GBV6,H1GBV6_LISIO,unreviewed,Putative enoyl-[acyl-carrier-protein] reductase II,Listeria innocua ATCC 33091,309,1002366
H1G7V5,H1G7V5_LISIO,unreviewed,"ABC transporter, ATP-binding protein",Listeria innocua ATCC 33091,255,1002366
H1G8N0,H1G8N0_LISIO,unreviewed,Xanthine phosphoribosyltransferase (XPRTase) (EC 2.4.2.22),Listeria innocua ATCC 33091,226,1002366
H1G953,H1G953_LISIO,unreviewed,Uncharacterized protein,Listeria innocua ATCC 33091,130,1002366
H1G9S0,H1G9S0_LISIO,unreviewed,"Holin, phage phi LC3 family",Listeria innocua ATCC 33091,88,1002366
H1GBV7,H1GBV7_LISIO,unreviewed,"Transcriptional regulator, MarR family",Listeria innocua ATCC 33091,150,1002366
