Entry,Entry name,Status,Protein names,Organism,Length,Organism ID
Q92J79,DAPB_RICCN,reviewed,4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8),Rickettsia conorii (strain ATCC VR-613 / Malish 7),239,272944
Q92FY0,DAPE_RICCN,reviewed,"Succinyl-diaminopimelate desuccinylase (SDAP desuccinylase) (EC 3.5.1.18) (N-succinyl-LL-2,6-diaminoheptanedioate amidohydrolase)",Rickettsia conorii (strain ATCC VR-613 / Malish 7),381,272944
Q92IT7,DDL_RICCN,reviewed,D-alanine--D-alanine ligase (EC 6.3.2.4) (D-Ala-D-Ala ligase) (D-alanylalanine synthetase),Rickettsia conorii (strain ATCC VR-613 / Malish 7),321,272944
Q92GM7,DNLJ_RICCN,reviewed,DNA ligase (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)]),Rickettsia conorii (strain ATCC VR-613 / Malish 7),689,272944
Q92GL1,DPO3E_RICCN,reviewed,DNA polymerase III subunit epsilon (EC 2.7.7.7),Rickettsia conorii (strain ATCC VR-613 / Malish 7),230,272944
Q92JA1,DEGPL_RICCN,reviewed,Probable periplasmic serine endoprotease DegP-like (EC 3.4.21.107) (Protease Do),Rickettsia conorii (strain ATCC VR-613 / Malish 7),508,272944
Q92GB7,DPO1_RICCN,reviewed,DNA polymerase I (POL I) (EC 2.7.7.7),Rickettsia conorii (strain ATCC VR-613 / Malish 7),875,272944
Q92J36,DNAK_RICCN,reviewed,Chaperone protein DnaK (HSP70) (Heat shock 70 kDa protein) (Heat shock protein 70),Rickettsia conorii (strain ATCC VR-613 / Malish 7),627,272944
Q92IZ1,DEF1_RICCN,reviewed,Peptide deformylase 1 (PDF 1) (EC 3.5.1.88) (Polypeptide deformylase 1),Rickettsia conorii (strain ATCC VR-613 / Malish 7),175,272944
Q92JI7,DEF2_RICCN,reviewed,Peptide deformylase 2 (PDF 2) (EC 3.5.1.88) (Polypeptide deformylase 2),Rickettsia conorii (strain ATCC VR-613 / Malish 7),202,272944
Q92GU2,DER_RICCN,reviewed,GTPase Der (GTP-binding protein EngA),Rickettsia conorii (strain ATCC VR-613 / Malish 7),447,272944
Q92FZ7,DNAG_RICCN,reviewed,DNA primase (EC 2.7.7.-),Rickettsia conorii (strain ATCC VR-613 / Malish 7),595,272944
Q92IJ0,DHAS_RICCN,reviewed,Aspartate-semialdehyde dehydrogenase (ASA dehydrogenase) (ASADH) (EC 1.2.1.11) (Aspartate-beta-semialdehyde dehydrogenase),Rickettsia conorii (strain ATCC VR-613 / Malish 7),338,272944
Q92H56,DNAA_RICCN,reviewed,Chromosomal replication initiator protein DnaA,Rickettsia conorii (strain ATCC VR-613 / Malish 7),463,272944
Q92JN8,DSB_RICCN,reviewed,Putative protein-disulfide oxidoreductase RC0029 (EC 1.8.-.-),Rickettsia conorii (strain ATCC VR-613 / Malish 7),277,272944
Q92JQ6,DUS_RICCN,reviewed,Probable tRNA-dihydrouridine synthase (EC 1.3.1.-),Rickettsia conorii (strain ATCC VR-613 / Malish 7),331,272944
Q92J37,DNAJ_RICCN,reviewed,Chaperone protein DnaJ,Rickettsia conorii (strain ATCC VR-613 / Malish 7),373,272944
Q92GB2,DPO3A_RICCN,reviewed,DNA polymerase III subunit alpha (EC 2.7.7.7),Rickettsia conorii (strain ATCC VR-613 / Malish 7),1181,272944
Q92I74,DUT_RICCN,reviewed,Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase),Rickettsia conorii (strain ATCC VR-613 / Malish 7),148,272944
Q92I37,DPO3B_RICCN,reviewed,DNA polymerase III subunit beta (EC 2.7.7.7),Rickettsia conorii (strain ATCC VR-613 / Malish 7),379,272944
Q92IU8,EFP_RICCN,reviewed,Elongation factor P (EF-P),Rickettsia conorii (strain ATCC VR-613 / Malish 7),188,272944
Q92JF4,EFTS_RICCN,reviewed,Elongation factor Ts (EF-Ts),Rickettsia conorii (strain ATCC VR-613 / Malish 7),309,272944
Q92GW4,EFTU_RICCN,reviewed,Elongation factor Tu (EF-Tu),Rickettsia conorii (strain ATCC VR-613 / Malish 7),394,272944
Q92GV5,ECOTL_RICCN,reviewed,Putative ecotin-like protein,Rickettsia conorii (strain ATCC VR-613 / Malish 7),68,272944
Q92J93,EFG_RICCN,reviewed,Elongation factor G (EF-G),Rickettsia conorii (strain ATCC VR-613 / Malish 7),699,272944
Q92IZ6,GYRA_RICCN,reviewed,DNA gyrase subunit A (EC 5.99.1.3),Rickettsia conorii (strain ATCC VR-613 / Malish 7),905,272944
Q92J02,GLRX1_RICCN,reviewed,Glutaredoxin 1,Rickettsia conorii (strain ATCC VR-613 / Malish 7),102,272944
Q92GZ5,GRPE_RICCN,reviewed,Protein GrpE (HSP-70 cofactor),Rickettsia conorii (strain ATCC VR-613 / Malish 7),178,272944
Q92FZ5,GREA_RICCN,reviewed,Transcription elongation factor GreA (Transcript cleavage factor GreA),Rickettsia conorii (strain ATCC VR-613 / Malish 7),162,272944
Q92H87,GYRB_RICCN,reviewed,DNA gyrase subunit B (EC 5.99.1.3),Rickettsia conorii (strain ATCC VR-613 / Malish 7),807,272944
Q92FV8,HEM6_RICCN,reviewed,Oxygen-dependent coproporphyrinogen-III oxidase (CPO) (Coprogen oxidase) (Coproporphyrinogenase) (EC 1.3.3.3),Rickettsia conorii (strain ATCC VR-613 / Malish 7),279,272944
Q92G23,HEM1_RICCN,reviewed,5-aminolevulinate synthase (EC 2.3.1.37) (5-aminolevulinic acid synthase) (Delta-ALA synthase) (Delta-aminolevulinate synthase),Rickettsia conorii (strain ATCC VR-613 / Malish 7),414,272944
Q92JA9,ERA_RICCN,reviewed,GTPase Era,Rickettsia conorii (strain ATCC VR-613 / Malish 7),339,272944
Q92GH4,END3_RICCN,reviewed,Endonuclease III (EC 4.2.99.18) (DNA-(apurinic or apyrimidinic site) lyase),Rickettsia conorii (strain ATCC VR-613 / Malish 7),210,272944
Q92JC9,ENGB_RICCN,reviewed,Probable GTP-binding protein EngB,Rickettsia conorii (strain ATCC VR-613 / Malish 7),212,272944
Q92GE0,FABG_RICCN,reviewed,3-oxoacyl-[acyl-carrier-protein] reductase FabG (EC 1.1.1.100) (3-ketoacyl-acyl carrier protein reductase) (Beta-Ketoacyl-acyl carrier protein reductase) (Beta-ketoacyl-ACP reductase),Rickettsia conorii (strain ATCC VR-613 / Malish 7),241,272944
Q92JQ8,FABZ_RICCN,reviewed,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ (EC 4.2.1.59) ((3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase) ((3R)-hydroxymyristoyl-ACP dehydrase) (Beta-hydroxyacyl-ACP dehydratase),Rickettsia conorii (strain ATCC VR-613 / Malish 7),145,272944
Q92GU6,EX7L_RICCN,reviewed,Exodeoxyribonuclease 7 large subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII large subunit) (Exonuclease VII large subunit),Rickettsia conorii (strain ATCC VR-613 / Malish 7),444,272944
Q92IE5,EX7S_RICCN,reviewed,Exodeoxyribonuclease 7 small subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII small subunit) (Exonuclease VII small subunit),Rickettsia conorii (strain ATCC VR-613 / Malish 7),80,272944
Q92GC1,FABH_RICCN,reviewed,3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III),Rickettsia conorii (strain ATCC VR-613 / Malish 7),318,272944
Q92HY3,FENR_RICCN,reviewed,Ferredoxin--NADP reductase (FNR) (Fd-NADP(+) reductase) (EC 1.18.1.2),Rickettsia conorii (strain ATCC VR-613 / Malish 7),340,272944
Q92IC6,FABI_RICCN,reviewed,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI (ENR) (EC 1.3.1.9) (NADH-dependent enoyl-ACP reductase),Rickettsia conorii (strain ATCC VR-613 / Malish 7),260,272944
O33519,FMT_RICCN,reviewed,Methionyl-tRNA formyltransferase (EC 2.1.2.9),Rickettsia conorii (strain ATCC VR-613 / Malish 7),303,272944
Q92IT6,FTSQ_RICCN,reviewed,Cell division protein FtsQ,Rickettsia conorii (strain ATCC VR-613 / Malish 7),267,272944
Q92GV7,FTSZ_RICCN,reviewed,Cell division protein FtsZ,Rickettsia conorii (strain ATCC VR-613 / Malish 7),452,272944
Q92GB8,FTSY_RICCN,reviewed,Signal recognition particle receptor FtsY (SRP receptor),Rickettsia conorii (strain ATCC VR-613 / Malish 7),303,272944
Q92JJ9,FTSH_RICCN,reviewed,ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-),Rickettsia conorii (strain ATCC VR-613 / Malish 7),637,272944
Q92G50,FTSK_RICCN,reviewed,DNA translocase FtsK,Rickettsia conorii (strain ATCC VR-613 / Malish 7),744,272944
Q92J08,FER2_RICCN,reviewed,2Fe-2S ferredoxin (Adrenodoxin-like protein),Rickettsia conorii (strain ATCC VR-613 / Malish 7),112,272944
Q92G41,FER_RICCN,reviewed,Ferredoxin,Rickettsia conorii (strain ATCC VR-613 / Malish 7),116,272944
Q92HY4,FOLD_RICCN,reviewed,Bifunctional protein FolD [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)],Rickettsia conorii (strain ATCC VR-613 / Malish 7),288,272944
Q92J74,GATC_RICCN,reviewed,Glutamyl-tRNA(Gln) amidotransferase subunit C (Glu-ADT subunit C) (EC 6.3.5.-),Rickettsia conorii (strain ATCC VR-613 / Malish 7),100,272944
Q92GW0,FUMC_RICCN,reviewed,Fumarate hydratase class II (Fumarase C) (EC 4.2.1.2) (Aerobic fumarase) (Iron-independent fumarase),Rickettsia conorii (strain ATCC VR-613 / Malish 7),463,272944
Q92GT4,FPG_RICCN,reviewed,Formamidopyrimidine-DNA glycosylase (Fapy-DNA glycosylase) (EC 3.2.2.23) (DNA-(apurinic or apyrimidinic site) lyase MutM) (AP lyase MutM) (EC 4.2.99.18),Rickettsia conorii (strain ATCC VR-613 / Malish 7),273,272944
Q92J76,GATB_RICCN,reviewed,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (Asp/Glu-ADT subunit B) (EC 6.3.5.-),Rickettsia conorii (strain ATCC VR-613 / Malish 7),483,272944
Q92J96,GLNP_RICCN,reviewed,Putative glutamine transport system permease protein GlnP,Rickettsia conorii (strain ATCC VR-613 / Malish 7),218,272944
Q92I93,GCH1_RICCN,reviewed,GTP cyclohydrolase 1 (EC 3.5.4.16) (GTP cyclohydrolase I) (GTP-CH-I),Rickettsia conorii (strain ATCC VR-613 / Malish 7),189,272944
Q92J75,GATA_RICCN,reviewed,Glutamyl-tRNA(Gln) amidotransferase subunit A (Glu-ADT subunit A) (EC 6.3.5.7),Rickettsia conorii (strain ATCC VR-613 / Malish 7),493,272944
Q92GH7,GLYA_RICCN,reviewed,Serine hydroxymethyltransferase (SHMT) (Serine methylase) (EC 2.1.2.1),Rickettsia conorii (strain ATCC VR-613 / Malish 7),420,272944
Q92I05,GPDA_RICCN,reviewed,Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)H-dependent glycerol-3-phosphate dehydrogenase),Rickettsia conorii (strain ATCC VR-613 / Malish 7),325,272944
Q92GH5,GLRX2_RICCN,reviewed,Probable monothiol glutaredoxin 2,Rickettsia conorii (strain ATCC VR-613 / Malish 7),107,272944
Q92HR5,HEM3_RICCN,reviewed,Porphobilinogen deaminase (PBG) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase),Rickettsia conorii (strain ATCC VR-613 / Malish 7),351,272944
Q92FV4,HEMH_RICCN,reviewed,Ferrochelatase (EC 4.99.1.1) (Heme synthase) (Protoheme ferro-lyase),Rickettsia conorii (strain ATCC VR-613 / Malish 7),342,272944
Q92GN5,HLP_RICCN,reviewed,Histone-like DNA-binding protein,Rickettsia conorii (strain ATCC VR-613 / Malish 7),95,272944
Q92II6,HSLU_RICCN,reviewed,ATP-dependent protease ATPase subunit HslU (Unfoldase HslU),Rickettsia conorii (strain ATCC VR-613 / Malish 7),450,272944
Q92II7,HSLV_RICCN,reviewed,ATP-dependent protease subunit HslV (EC 3.4.25.2),Rickettsia conorii (strain ATCC VR-613 / Malish 7),182,272944
Q92IR7,IDH_RICCN,reviewed,Isocitrate dehydrogenase [NADP] (IDH) (EC 1.1.1.42) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase),Rickettsia conorii (strain ATCC VR-613 / Malish 7),483,272944
Q92IQ7,HSPC1_RICCN,reviewed,Small heat shock protein C1,Rickettsia conorii (strain ATCC VR-613 / Malish 7),167,272944
P58478,HTPG_RICCN,reviewed,Chaperone protein HtpG (Heat shock protein HtpG) (High temperature protein G),Rickettsia conorii (strain ATCC VR-613 / Malish 7),621,272944
Q92J06,HSCB_RICCN,reviewed,Co-chaperone protein HscB homolog,Rickettsia conorii (strain ATCC VR-613 / Malish 7),166,272944
Q92GI2,HLYC_RICCN,reviewed,Hemolysin C homolog,Rickettsia conorii (strain ATCC VR-613 / Malish 7),299,272944
Q92G58,IF1_RICCN,reviewed,Translation initiation factor IF-1,Rickettsia conorii (strain ATCC VR-613 / Malish 7),71,272944
Q92HF5,IF2_RICCN,reviewed,Translation initiation factor IF-2,Rickettsia conorii (strain ATCC VR-613 / Malish 7),831,272944
Q92J07,HSCA_RICCN,reviewed,Chaperone protein HscA homolog,Rickettsia conorii (strain ATCC VR-613 / Malish 7),595,272944
Q92HM7,IDI2_RICCN,reviewed,Isopentenyl-diphosphate delta-isomerase (IPP isomerase) (EC 5.3.3.2) (Isopentenyl diphosphate:dimethylallyl diphosphate isomerase) (Isopentenyl pyrophosphate isomerase) (Type 2 isopentenyl diphosphate isomerase) (IDI-2),Rickettsia conorii (strain ATCC VR-613 / Malish 7),342,272944
Q92HK6,IF3_RICCN,reviewed,Translation initiation factor IF-3,Rickettsia conorii (strain ATCC VR-613 / Malish 7),186,272944
Q92I26,ILVE_RICCN,reviewed,Probable branched-chain-amino-acid aminotransferase (BCAT) (EC 2.6.1.42),Rickettsia conorii (strain ATCC VR-613 / Malish 7),290,272944
Q92HP1,ISCS_RICCN,reviewed,Cysteine desulfurase IscS (EC 2.8.1.7),Rickettsia conorii (strain ATCC VR-613 / Malish 7),410,272944
Q92JB1,LEP_RICCN,reviewed,Signal peptidase I (SPase I) (EC 3.4.21.89) (Leader peptidase I),Rickettsia conorii (strain ATCC VR-613 / Malish 7),266,272944
Q92IQ1,LEPA_RICCN,reviewed,Elongation factor 4 (EF-4) (EC 3.6.5.n1) (Ribosomal back-translocase LepA),Rickettsia conorii (strain ATCC VR-613 / Malish 7),600,272944
Q92I08,NADK_RICCN,reviewed,NAD kinase (EC 2.7.1.23) (ATP-dependent NAD kinase),Rickettsia conorii (strain ATCC VR-613 / Malish 7),255,272944
Q92JI4,NDK_RICCN,reviewed,Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase),Rickettsia conorii (strain ATCC VR-613 / Malish 7),140,272944
Q92FX2,NHAA_RICCN,reviewed,Putative Na(+)/H(+) antiporter NhaA homolog,Rickettsia conorii (strain ATCC VR-613 / Malish 7),146,272944
Q92IX6,PUR7_RICCN,reviewed,Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase),Rickettsia conorii (strain ATCC VR-613 / Malish 7),236,272944
Q92H41,PTH_RICCN,reviewed,Peptidyl-tRNA hydrolase (PTH) (EC 3.1.1.29),Rickettsia conorii (strain ATCC VR-613 / Malish 7),185,272944
Q92GW9,RL2_RICCN,reviewed,50S ribosomal protein L2,Rickettsia conorii (strain ATCC VR-613 / Malish 7),273,272944
Q92FW7,RL33_RICCN,reviewed,50S ribosomal protein L33,Rickettsia conorii (strain ATCC VR-613 / Malish 7),56,272944
Q92J64,RLME_RICCN,reviewed,Ribosomal RNA large subunit methyltransferase E (EC 2.1.1.166) (23S rRNA Um2552 methyltransferase) (rRNA (uridine-2'-O-)-methyltransferase),Rickettsia conorii (strain ATCC VR-613 / Malish 7),227,272944
Q92GL5,RNH_RICCN,reviewed,Ribonuclease HI (RNase HI) (EC 3.1.26.4),Rickettsia conorii (strain ATCC VR-613 / Malish 7),152,272944
Q92GX4,RL29_RICCN,reviewed,50S ribosomal protein L29,Rickettsia conorii (strain ATCC VR-613 / Malish 7),71,272944
Q92JD0,RL31_RICCN,reviewed,50S ribosomal protein L31,Rickettsia conorii (strain ATCC VR-613 / Malish 7),78,272944
Q92HT9,RL36_RICCN,reviewed,50S ribosomal protein L36,Rickettsia conorii (strain ATCC VR-613 / Malish 7),41,272944
Q92GZ7,RNPH_RICCN,reviewed,Ribonuclease PH (RNase PH) (EC 2.7.7.56) (tRNA nucleotidyltransferase),Rickettsia conorii (strain ATCC VR-613 / Malish 7),239,272944
Q92GX8,RL5_RICCN,reviewed,50S ribosomal protein L5,Rickettsia conorii (strain ATCC VR-613 / Malish 7),179,272944
Q92GY1,RL6_RICCN,reviewed,50S ribosomal protein L6,Rickettsia conorii (strain ATCC VR-613 / Malish 7),177,272944
