vif,Nucleophosmin
vif,Caspase-7
vif,Cyclin-dependent kinase 1
vif,Alpha-crystallin B chain
rev,DNA fragmentation factor subunit alpha
rev,Protein phosphatase 1A
rev,Beta-2-glycoprotein 1
rev,Nucleophosmin
rev,Caspase-7
rev,Cyclin-dependent kinase 1
rev,Alpha-crystallin B chain
gag,DNA fragmentation factor subunit alpha
gag,Protein phosphatase 1A
gag,Beta-2-glycoprotein 1
gag,Nucleophosmin
gag,Caspase-7
gag,Cyclin-dependent kinase 1
gag,Alpha-crystallin B chain
src,DNA fragmentation factor subunit alpha
src,Protein phosphatase 1A
src,Beta-2-glycoprotein 1
src,Nucleophosmin
src,Caspase-7
src,Cyclin-dependent kinase 1
src,Alpha-crystallin B chain
tat,DNA fragmentation factor subunit alpha
tat,Protein phosphatase 1A
tat,Beta-2-glycoprotein 1
tat,Nucleophosmin
tat,Caspase-7
tat,Cyclin-dependent kinase 1
tat,Alpha-crystallin B chain
env,DNA fragmentation factor subunit alpha
env,Protein phosphatase 1A
env,Beta-2-glycoprotein 1
env,Nucleophosmin
env,Caspase-7
env,Cyclin-dependent kinase 1
env,Alpha-crystallin B chain
v 1,DNA fragmentation factor subunit alpha
v 1,Protein phosphatase 1A
v 1,Beta-2-glycoprotein 1
v 1,Nucleophosmin
v 1,Caspase-7
v 1,Cyclin-dependent kinase 1
v 1,Alpha-crystallin B chain
gag,Nischarin
rev,Nischarin
env,Nischarin
rev,Glucose-6-phosphate isomerase
tat,X-ray repair cross-complementing protein 6
tat,X-ray repair cross-complementing protein 5
gag pol,X-ray repair cross-complementing protein 6
gag pol,X-ray repair cross-complementing protein 5
rev,X-ray repair cross-complementing protein 6
rev,X-ray repair cross-complementing protein 5
v 1,X-ray repair cross-complementing protein 6
v 1,X-ray repair cross-complementing protein 5
rev,Gastric intrinsic factor
nef,Gastric intrinsic factor
tat,Gastric intrinsic factor
v 1,Gastric intrinsic factor
rev,Peptidyl-prolyl cis-trans isomerase FKBP5
rev,Serine/arginine-rich splicing factor 11
rev,Protein C-ets-1
rev,Tumor necrosis factor receptor superfamily member 1A
rev,Non-POU domain-containing octamer-binding protein
rev,UV radiation resistance-associated gene protein
rev,Sequestosome-1
rev,Ribosome biogenesis protein NOP53
rev,Cytoskeleton-associated protein 4
rnase h,Peptidyl-prolyl cis-trans isomerase FKBP5
rnase h,Serine/arginine-rich splicing factor 11
rnase h,Protein C-ets-1
rnase h,Tumor necrosis factor receptor superfamily member 1A
rnase h,"Acetyl-coenzyme A synthetase, cytoplasmic"
rnase h,Non-POU domain-containing octamer-binding protein
rnase h,UV radiation resistance-associated gene protein
rnase h,Sequestosome-1
rnase h,Ribosome biogenesis protein NOP53
rnase h,Cytoskeleton-associated protein 4
gag pol,Peptidyl-prolyl cis-trans isomerase FKBP5
gag pol,Serine/arginine-rich splicing factor 11
gag pol,Protein C-ets-1
gag pol,Tumor necrosis factor receptor superfamily member 1A
gag pol,"Acetyl-coenzyme A synthetase, cytoplasmic"
gag pol,Non-POU domain-containing octamer-binding protein
gag pol,UV radiation resistance-associated gene protein
gag pol,Sequestosome-1
gag pol,Ribosome biogenesis protein NOP53
gag pol,Cytoskeleton-associated protein 4
tat,Peptidyl-prolyl cis-trans isomerase FKBP5
tat,Serine/arginine-rich splicing factor 11
tat,Protein C-ets-1
tat,Tumor necrosis factor receptor superfamily member 1A
tat,Non-POU domain-containing octamer-binding protein
tat,UV radiation resistance-associated gene protein
tat,Sequestosome-1
tat,Ribosome biogenesis protein NOP53
tat,Cytoskeleton-associated protein 4
rev,Inositol-tetrakisphosphate 1-kinase
tat,Inositol-tetrakisphosphate 1-kinase
v 1,Inositol-tetrakisphosphate 1-kinase
gag pol,Selenoprotein P
rev,Selenoprotein P
rnase h,Selenoprotein P
gag,Selenoprotein P
tat,Selenoprotein P
v 1,Selenoprotein P
gag pol,Far upstream element-binding protein 2
gag pol,PC4 and SFRS1-interacting protein
gag pol,"cDNA, FLJ96345, Homo sapiens SET translocation"
tat,Far upstream element-binding protein 2
tat,PC4 and SFRS1-interacting protein
tat,"cDNA, FLJ96345, Homo sapiens SET translocation"
env,Far upstream element-binding protein 2
env,PC4 and SFRS1-interacting protein
env,"cDNA, FLJ96345, Homo sapiens SET translocation"
rev,Transcription factor AP-2-alpha
rev,TNFAIP3-interacting protein 1
nef,Mitochondrial ribonuclease P protein 1
nef,Transcription factor AP-2-alpha
nef,TNFAIP3-interacting protein 1
nef,Selenoprotein P
tat,Transcription factor AP-2-alpha
tat,TNFAIP3-interacting protein 1
v 1,Transcription factor AP-2-alpha
v 1,TNFAIP3-interacting protein 1
rev,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha
rev,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta
tat,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha
tat,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta
v 1,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha
v 1,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta
rex,Mitochondrial ribonuclease P protein 1
v 1,"Acetyl-coenzyme A synthetase, cytoplasmic"
env,Transcription factor AP-2-alpha
vpu,Transcription factor AP-2-alpha
gag,X-ray repair cross-complementing protein 6
gag,X-ray repair cross-complementing protein 5
rev,Ribonuclease inhibitor
tat,Ribonuclease inhibitor
v 1,Ribonuclease inhibitor
rev,Serotransferrin
tat,Serotransferrin
rev,Chitobiosyldiphosphodolichol beta-mannosyltransferase
gag,Chitobiosyldiphosphodolichol beta-mannosyltransferase
v 1,Chitobiosyldiphosphodolichol beta-mannosyltransferase
rev,"2',3'-cyclic-nucleotide 3'-phosphodiesterase"
rnase h,TNFAIP3-interacting protein 1
rnase h,"2',3'-cyclic-nucleotide 3'-phosphodiesterase"
tat,"2',3'-cyclic-nucleotide 3'-phosphodiesterase"
v 1,"2',3'-cyclic-nucleotide 3'-phosphodiesterase"
tat,Single-stranded DNA cytosine deaminase
tat,D-tyrosyl-tRNA
tat,DNA dC->dU-editing enzyme APOBEC-3G
tat,Amyloid beta A4 protein
tat,Putative tRNA
rev,Single-stranded DNA cytosine deaminase
rev,D-tyrosyl-tRNA
rev,DNA dC->dU-editing enzyme APOBEC-3G
rev,Amyloid beta A4 protein
rev,Putative tRNA
v 1,Single-stranded DNA cytosine deaminase
v 1,D-tyrosyl-tRNA
v 1,DNA dC->dU-editing enzyme APOBEC-3G
v 1,Amyloid beta A4 protein
v 1,Putative tRNA
rev,ATP-dependent RNA helicase DDX1
tat,ATP-dependent RNA helicase DDX1
tat,Nischarin
v 1,ATP-dependent RNA helicase DDX1
v 1,Nischarin
gag pol,Neurogenic locus notch homolog protein 1
rev,Neurogenic locus notch homolog protein 1
tat,Neurogenic locus notch homolog protein 1
v 1,Neurogenic locus notch homolog protein 1
rev,Eukaryotic translation initiation factor 4 gamma 2
rev,Gem-associated protein 4
vif,Eukaryotic translation initiation factor 4 gamma 2
vif,Gem-associated protein 4
tat,Eukaryotic translation initiation factor 4 gamma 2
tat,Gem-associated protein 4
v 1,Eukaryotic translation initiation factor 4 gamma 2
v 1,Gem-associated protein 4
env,Interleukin-8
gag,Interleukin-8
rev,Interleukin-8
tat,Interleukin-8
v 1,Interleukin-8
vif,DNA dC->dU-editing enzyme APOBEC-3C
vif,DNA dC->dU-editing enzyme APOBEC-3G
vif,Putative tRNA
rev,DNA dC->dU-editing enzyme APOBEC-3C
v 1,DNA dC->dU-editing enzyme APOBEC-3C
rev,Hepatocyte growth factor-like protein
rev,Sperm-specific antigen 2
rev,Procollagen galactosyltransferase 1
tat,Hepatocyte growth factor-like protein
tat,Sperm-specific antigen 2
tat,Procollagen galactosyltransferase 1
v 1,Hepatocyte growth factor-like protein
v 1,Sperm-specific antigen 2
v 1,Procollagen galactosyltransferase 1
rev,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1
tat,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1
v 1,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1
vif,Elongin-B
vif,Elongin-C
rev,Elongin-B
rev,Elongin-C
tat,Elongin-B
tat,Elongin-C
v 1,Elongin-B
v 1,Elongin-C
rev,Histone H3.1t
vpu,Histone H3.1t
gag,Histone H3.1t
v 1,Histone H3.1t
nef,"cDNA, FLJ96345, Homo sapiens SET translocation"
vif,"cDNA, FLJ96345, Homo sapiens SET translocation"
v 1,"cDNA, FLJ96345, Homo sapiens SET translocation"
env,Mitochondrial ribonuclease P protein 1
rev,"rRNA methyltransferase 3, mitochondrial"
gag,"rRNA methyltransferase 3, mitochondrial"
tat,"rRNA methyltransferase 3, mitochondrial"
rev,Protein DJ-1
rnase h,Protein DJ-1
gag pro,Protein DJ-1
gag pro,Selenoprotein P
vif,Proliferating cell nuclear antigen
rev,Proliferating cell nuclear antigen
rex,Proliferating cell nuclear antigen
nef,Proliferating cell nuclear antigen
tat,Proliferating cell nuclear antigen
v 1,Proliferating cell nuclear antigen
tax 1,Proliferating cell nuclear antigen
tax,Proliferating cell nuclear antigen
rev,Intercellular adhesion molecule 3
rev,Intercellular adhesion molecule 1
rev,Ubiquitin-conjugating enzyme E2 K
nef,Intercellular adhesion molecule 3
nef,Intercellular adhesion molecule 1
nef,Beta-2-glycoprotein 1
nef,Ubiquitin-conjugating enzyme E2 K
vpu,Intercellular adhesion molecule 3
vpu,Intercellular adhesion molecule 1
vpu,Beta-2-glycoprotein 1
vpu,Ubiquitin-conjugating enzyme E2 K
tat,Intercellular adhesion molecule 3
tat,Intercellular adhesion molecule 1
tat,Ubiquitin-conjugating enzyme E2 K
v 1,Intercellular adhesion molecule 3
v 1,Intercellular adhesion molecule 1
v 1,Ubiquitin-conjugating enzyme E2 K
env,Intercellular adhesion molecule 1
tat,Histone H3.1t
nef,Putative tRNA
gag,Putative tRNA
gag pol,Putative tRNA
vif,"Acetyl-coenzyme A synthetase, cytoplasmic"
env,"Acetyl-coenzyme A synthetase, cytoplasmic"
gag,"Acetyl-coenzyme A synthetase, cytoplasmic"
rev,Low-density lipoprotein receptor
rev,Prolow-density lipoprotein receptor-related protein 1
rev,Lactotransferrin
env,Low-density lipoprotein receptor
env,Prolow-density lipoprotein receptor-related protein 1
env,Lactotransferrin
rev,AT-rich interactive domain-containing protein 3A
rev,Complement C3
nef,AT-rich interactive domain-containing protein 3A
nef,Complement C3
vif,Transcription factor AP-2-alpha
vif,AT-rich interactive domain-containing protein 3A
vif,Complement C3
tat,AT-rich interactive domain-containing protein 3A
tat,Complement C3
v 1,AT-rich interactive domain-containing protein 3A
v 1,Complement C3
vif,Neurogenic locus notch homolog protein 1
rev,"cDNA, FLJ96345, Homo sapiens SET translocation"
nef,DNA dC->dU-editing enzyme APOBEC-3F
nef,DNA dC->dU-editing enzyme APOBEC-3G
nef,Neurogenic locus notch homolog protein 1
vif,Mitochondrial ribonuclease P protein 1
rev,Glyceraldehyde-3-phosphate dehydrogenase
tat,Glyceraldehyde-3-phosphate dehydrogenase
v 1,Glyceraldehyde-3-phosphate dehydrogenase
tat,C-C chemokine receptor type 5
env,C-C chemokine receptor type 5
gag,C-C chemokine receptor type 5
rev,C-C chemokine receptor type 5
v 1,C-C chemokine receptor type 5
gag,Glucose-6-phosphate isomerase
env,Glucose-6-phosphate isomerase
tat,Glucose-6-phosphate isomerase
v 1,Glucose-6-phosphate isomerase
env,Catenin delta-1
env,DNA endonuclease RBBP8
gag,Catenin delta-1
gag,DNA endonuclease RBBP8
rev,Catenin delta-1
rev,DNA endonuclease RBBP8
tat,Catenin delta-1
tat,DNA endonuclease RBBP8
v 1,Catenin delta-1
v 1,DNA endonuclease RBBP8
rev,Sodium/potassium-transporting ATPase subunit alpha-3
vif,Sodium/potassium-transporting ATPase subunit alpha-3
gag,Sodium/potassium-transporting ATPase subunit alpha-3
tat,Sodium/potassium-transporting ATPase subunit alpha-3
rev,"Serine protease HTRA2, mitochondrial"
gag,"Serine protease HTRA2, mitochondrial"
tat,"Serine protease HTRA2, mitochondrial"
env,"Serine protease HTRA2, mitochondrial"
v 1,"Serine protease HTRA2, mitochondrial"
tat,Alpha-
v 1,Alpha-
vif,Alpha-
rev,Alpha-
gag,Alpha-
gag pol,Alpha-
env,Alpha-
env,Sodium/potassium-transporting ATPase subunit alpha-3
v 1,Sodium/potassium-transporting ATPase subunit alpha-3
rev,Glycine N-acyltransferase
rnase h,Glycine N-acyltransferase
tat,Glycine N-acyltransferase
v 1,Glycine N-acyltransferase
gag,Antileukoproteinase
rev,Antileukoproteinase
gag pol,Antileukoproteinase
env,Antileukoproteinase
tat,Antileukoproteinase
v 1,Antileukoproteinase
gag,Nuclear pore complex protein Nup214
gag,Transportin-1
rev,Nuclear pore complex protein Nup214
rev,Transportin-1
nef,Interleukin-8
nef,Nuclear pore complex protein Nup214
nef,Transportin-1
env,Nuclear pore complex protein Nup214
env,Transportin-1
tat,Nuclear pore complex protein Nup214
tat,Transportin-1
tax,Interleukin-8
tax,Nuclear pore complex protein Nup214
tax,Transportin-1
v 1,Nuclear pore complex protein Nup214
v 1,Transportin-1
gag,CD44 antigen
gag,Syndecan-2
gag,"cDNA, FLJ96345, Homo sapiens SET translocation"
rev,CD44 antigen
rev,Syndecan-2
rex,Interleukin-8
rex,CD44 antigen
rex,Syndecan-2
rex,"cDNA, FLJ96345, Homo sapiens SET translocation"
src,Interleukin-8
src,CD44 antigen
src,Syndecan-2
src,"cDNA, FLJ96345, Homo sapiens SET translocation"
tat,CD44 antigen
tat,Syndecan-2
v 1,CD44 antigen
v 1,Syndecan-2
rev,Poly
vif,Poly
tat,Poly
v 1,Poly
gag pol,Catenin delta-1
rev,Far upstream element-binding protein 2
v 1,Far upstream element-binding protein 2
tat,Lysine-specific histone demethylase 1A
tat,Saccharopine dehydrogenase-like oxidoreductase
tat,Putative oxidoreductase GLYR1
tat,Phytanoyl-CoA dioxygenase domain-containing protein 1
tat,Fatty acid 2-hydroxylase
tat,Hydroxysteroid dehydrogenase-like protein 2
tat,Cytochrome b reductase 1
tat,Synaptic vesicle membrane protein VAT-1 homolog
tat,Ecto-NOX disulfide-thiol exchanger 2
tat,Aflatoxin B1 aldehyde reductase member 3
env,Lysine-specific histone demethylase 1A
env,Saccharopine dehydrogenase-like oxidoreductase
env,Putative oxidoreductase GLYR1
env,Phytanoyl-CoA dioxygenase domain-containing protein 1
env,Fatty acid 2-hydroxylase
env,Hydroxysteroid dehydrogenase-like protein 2
env,Cytochrome b reductase 1
env,Synaptic vesicle membrane protein VAT-1 homolog
env,Ecto-NOX disulfide-thiol exchanger 2
env,Aflatoxin B1 aldehyde reductase member 3
rev,Lysine-specific histone demethylase 1A
rev,Saccharopine dehydrogenase-like oxidoreductase
rev,Putative oxidoreductase GLYR1
rev,Phytanoyl-CoA dioxygenase domain-containing protein 1
rev,Fatty acid 2-hydroxylase
rev,Hydroxysteroid dehydrogenase-like protein 2
rev,Cytochrome b reductase 1
rev,Synaptic vesicle membrane protein VAT-1 homolog
rev,Ecto-NOX disulfide-thiol exchanger 2
rev,Aflatoxin B1 aldehyde reductase member 3
nef,Lysine-specific histone demethylase 1A
nef,Saccharopine dehydrogenase-like oxidoreductase
nef,Putative oxidoreductase GLYR1
nef,Phytanoyl-CoA dioxygenase domain-containing protein 1
nef,Fatty acid 2-hydroxylase
nef,Hydroxysteroid dehydrogenase-like protein 2
nef,Cytochrome b reductase 1
nef,Synaptic vesicle membrane protein VAT-1 homolog
nef,Ecto-NOX disulfide-thiol exchanger 2
nef,Aflatoxin B1 aldehyde reductase member 3
vif,Lysine-specific histone demethylase 1A
vif,Saccharopine dehydrogenase-like oxidoreductase
vif,Putative oxidoreductase GLYR1
vif,Phytanoyl-CoA dioxygenase domain-containing protein 1
vif,Fatty acid 2-hydroxylase
vif,Hydroxysteroid dehydrogenase-like protein 2
vif,Cytochrome b reductase 1
vif,Synaptic vesicle membrane protein VAT-1 homolog
vif,Ecto-NOX disulfide-thiol exchanger 2
vif,Aflatoxin B1 aldehyde reductase member 3
gag,Lysine-specific histone demethylase 1A
gag,Saccharopine dehydrogenase-like oxidoreductase
gag,Putative oxidoreductase GLYR1
gag,Phytanoyl-CoA dioxygenase domain-containing protein 1
gag,Fatty acid 2-hydroxylase
gag,Hydroxysteroid dehydrogenase-like protein 2
gag,Cytochrome b reductase 1
gag,Synaptic vesicle membrane protein VAT-1 homolog
gag,Ecto-NOX disulfide-thiol exchanger 2
gag,Aflatoxin B1 aldehyde reductase member 3
v 1,Lysine-specific histone demethylase 1A
v 1,Saccharopine dehydrogenase-like oxidoreductase
v 1,Putative oxidoreductase GLYR1
v 1,Phytanoyl-CoA dioxygenase domain-containing protein 1
v 1,Fatty acid 2-hydroxylase
v 1,Hydroxysteroid dehydrogenase-like protein 2
v 1,Cytochrome b reductase 1
v 1,Synaptic vesicle membrane protein VAT-1 homolog
v 1,Ecto-NOX disulfide-thiol exchanger 2
v 1,Aflatoxin B1 aldehyde reductase member 3
rev,ELAV-like protein 2
nef,ELAV-like protein 2
nef,mRNA cap guanine-N7 methyltransferase
vif,ELAV-like protein 2
vif,Selenoprotein P
tat,ELAV-like protein 2
env,ELAV-like protein 2
env,mRNA cap guanine-N7 methyltransferase
env,Selenoprotein P
v 1,ELAV-like protein 2
gag,Complement C3
env,Complement C3
rnase h,Neurogenic locus notch homolog protein 1
gag,Neurogenic locus notch homolog protein 1
tat,Interferon regulatory factor 1
tat,E3 ubiquitin-protein ligase Mdm2
rev,Interferon regulatory factor 1
rev,E3 ubiquitin-protein ligase Mdm2
v 1,Interferon regulatory factor 1
v 1,E3 ubiquitin-protein ligase Mdm2
nef,DNA dC->dU-editing enzyme APOBEC-3C
rev,Programmed cell death protein 6
vif,Single-stranded DNA cytosine deaminase
vif,Programmed cell death protein 6
vif,Amyloid beta A4 protein
gag,Single-stranded DNA cytosine deaminase
gag,Programmed cell death protein 6
gag,Amyloid beta A4 protein
tat,Programmed cell death protein 6
v 1,Programmed cell death protein 6
rev,Mu-type opioid receptor
rev,"Keratin, type II cytoskeletal 1"
tat,Mu-type opioid receptor
tat,"Keratin, type II cytoskeletal 1"
v 1,Mu-type opioid receptor
v 1,"Keratin, type II cytoskeletal 1"
env,Macrophage migration inhibitory factor
rev,Macrophage migration inhibitory factor
v 1,Macrophage migration inhibitory factor
gag,D-tyrosyl-tRNA
nef,D-tyrosyl-tRNA
nef,C-C chemokine receptor type 5
env,D-tyrosyl-tRNA
gag pol,Gastric intrinsic factor
env,Gastric intrinsic factor
gag,Gastric intrinsic factor
rex,mRNA cap guanine-N7 methyltransferase
nef,Catenin delta-1
rev,Bone marrow stromal antigen 2
vif,Bone marrow stromal antigen 2
vpu,Bone marrow stromal antigen 2
env,Bone marrow stromal antigen 2
v 1,Bone marrow stromal antigen 2
rex,Selenoprotein P
vpr,Selenoprotein P
gag pol,Potassium-transporting ATPase alpha chain 2
rev,Potassium-transporting ATPase alpha chain 2
tat,Potassium-transporting ATPase alpha chain 2
v 1,Potassium-transporting ATPase alpha chain 2
rev,Girdin
nef,Girdin
vif,Girdin
v 1,Girdin
rev,Serum amyloid A-1 protein
tat,Serum amyloid A-1 protein
v 1,Serum amyloid A-1 protein
rev,Glial fibrillary acidic protein
tat,Glial fibrillary acidic protein
v 1,Glial fibrillary acidic protein
tat,Bone marrow stromal antigen 2
nef,Antileukoproteinase
vif,Uncharacterized protein DKFZp686E07254
vif,HSP90AB1 protein
vif,LOC645212 protein
vif,Transcription factor Dp-1
vif,PIGS protein
vif,ACTN1 protein
vif,FLJ00399 protein
vif,USP10 protein
vif,Tenascin-X
vif,LAMB1 protein
tat,Uncharacterized protein DKFZp686E07254
tat,HSP90AB1 protein
tat,LOC645212 protein
tat,Transcription factor Dp-1
tat,PIGS protein
tat,ACTN1 protein
tat,FLJ00399 protein
tat,USP10 protein
tat,Tenascin-X
tat,LAMB1 protein
gag pol,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1
rev,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1
rnase h,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1
gag,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1
vpr,Mitochondrial ribonuclease P protein 1
vpr,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1
tat,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1
v 1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1
vif,Probable tRNA
v 1,Probable tRNA
gag,Mothers against decapentaplegic homolog 3
rev,Mothers against decapentaplegic homolog 3
tat,Mothers against decapentaplegic homolog 3
rev,PC4 and SFRS1-interacting protein
v 1,PC4 and SFRS1-interacting protein
vif,Nischarin
gag,mRNA cap guanine-N7 methyltransferase
env,O-phosphoseryl-tRNA
env,MyoD family inhibitor domain-containing protein
env,Neutrophil defensin 1
rev,MyoD family inhibitor domain-containing protein
rev,Neutrophil defensin 1
tat,MyoD family inhibitor domain-containing protein
tat,Neutrophil defensin 1
v 1,MyoD family inhibitor domain-containing protein
v 1,Neutrophil defensin 1
env,DNA dC->dU-editing enzyme APOBEC-3G
rev,Lethal
nef,Lethal
v 1,Lethal
gag pol,Interleukin-8
gag pol,Activator of 90 kDa heat shock protein ATPase homolog 1
gag pol,Polymerase delta-interacting protein 2
gag pol,Alpha-crystallin B chain
gag pol,Adapter molecule crk
rev,Activator of 90 kDa heat shock protein ATPase homolog 1
rev,Polymerase delta-interacting protein 2
rev,Adapter molecule crk
tat,Activator of 90 kDa heat shock protein ATPase homolog 1
tat,Polymerase delta-interacting protein 2
tat,Adapter molecule crk
v 1,Activator of 90 kDa heat shock protein ATPase homolog 1
v 1,Polymerase delta-interacting protein 2
v 1,Adapter molecule crk
rev,Small ubiquitin-related modifier 1
nep,Small proline-rich protein 2A
nep,Small ubiquitin-related modifier 1
gag,Small ubiquitin-related modifier 1
tat,Small ubiquitin-related modifier 1
v 1,Small ubiquitin-related modifier 1
rev,"POU domain, class 2, transcription factor 1"
rex,"POU domain, class 2, transcription factor 1"
nef,"POU domain, class 2, transcription factor 1"
vpr,"POU domain, class 2, transcription factor 1"
tat,"POU domain, class 2, transcription factor 1"
v 1,"POU domain, class 2, transcription factor 1"
gag,"POU domain, class 2, transcription factor 1"
env,Neurogenic locus notch homolog protein 1
rev,Cyclin-T1
nef,Cyclin-T1
vif,Cyclin-T1
tat,Heat shock protein beta-8
rev,Heat shock protein beta-8
rex,Heat shock protein beta-8
vpx,Heat shock protein beta-8
orf b,Mitochondrial ribonuclease P protein 1
orf b,Putative tRNA
rev,Heat shock protein HSP 90-beta
v 1,Heat shock protein HSP 90-beta
rev,78 kDa glucose-regulated protein
tat,78 kDa glucose-regulated protein
env,TNFAIP3-interacting protein 1
env,78 kDa glucose-regulated protein
v 1,78 kDa glucose-regulated protein
rev,Neutrophil defensin 3
tat,Neutrophil defensin 3
env,Neutrophil defensin 3
v 1,Neutrophil defensin 3
rev,Peptidyl-prolyl cis-trans isomerase A
gag,Peptidyl-prolyl cis-trans isomerase A
tat,Peptidyl-prolyl cis-trans isomerase A
env,Peptidyl-prolyl cis-trans isomerase A
v 1,Peptidyl-prolyl cis-trans isomerase A
gag pol,Cyclin-dependent kinase 1
gag pol,Proliferating cell nuclear antigen
gag,Polyadenylate-binding protein-interacting protein 2
gag,Polyadenylate-binding protein-interacting protein 1
gag,Polyadenylate-binding protein 5
gag,Polyadenylate-binding protein 4
gag,Polyadenylate-binding protein 3
gag,Polyadenylate-binding protein 1
gag,Polyadenylate-binding protein 2
gag,Polyadenylate-binding protein 4-like
rev,Polyadenylate-binding protein-interacting protein 2
rev,Polyadenylate-binding protein-interacting protein 1
rev,Polyadenylate-binding protein 5
rev,Polyadenylate-binding protein 4
rev,Polyadenylate-binding protein 3
rev,Polyadenylate-binding protein 1
rev,Polyadenylate-binding protein 2
rev,Polyadenylate-binding protein 4-like
env,Polyadenylate-binding protein-interacting protein 2
env,Polyadenylate-binding protein-interacting protein 1
env,Polyadenylate-binding protein 5
env,Polyadenylate-binding protein 4
env,Polyadenylate-binding protein 3
env,Polyadenylate-binding protein 1
